conference,year,openalex_id,paper_title,cited_by_count,source_id,source_name,is_award
VLDB,2012,https://openalex.org/W2953102514,Dense Subgraph Maintenance under Streaming Edge Weight Updates for Real-time Story Identification,103,https://openalex.org/S78926909,The VLDB Journal,1
AAAI,2011,https://openalex.org/W57159709,Complexity of and Algorithms for Borda Manipulation,71,https://openalex.org/S4210191458,Proceedings of the AAAI Conference on Artificial Intelligence,1
AAAI,2011,https://openalex.org/W1768003445,Dynamic Resource Allocation in Conservation Planning,30,https://openalex.org/S4210191458,Proceedings of the AAAI Conference on Artificial Intelligence,1
CHI,2011,https://openalex.org/W2080299624,Teenagers and Their Virtual Possessions: Design Opportunities and Issues,206,,,1
CHI,2011,https://openalex.org/W2022815033,Mid-air Pan-and-Zoom on Wall-sized Displays,206,,,1
CHI,2011,https://openalex.org/W2153391061,Why is My Internet Slow?: Making Network Speeds Visible,70,,,1
CHI,2011,https://openalex.org/W2146852151,Synchronous Interaction Among Hundreds: An Evaluation of a Conference in an Avatar-based Virtual Environment,76,,,1
CHI,2011,https://openalex.org/W2105697580,Your Noise is My Command: Sensing Gestures Using the Body as an Antenna,144,,,1
CHI,2011,https://openalex.org/W2081964782,Enhancing Physicality in Touch Interaction with Programmable Friction,141,,,1
CHI,2011,https://openalex.org/W2136691781,Usable Gestures for Blind People: Understanding Preference and Performance,305,,,1
CHI,2011,https://openalex.org/W2127473562,Automics: souvenir generating photoware for theme parks,65,,,1
CHI,2011,https://openalex.org/W2097331574,Effects of Community Size and Contact Rate in Synchronous Social Q&A,44,,,1
CHI,2011,https://openalex.org/W603000039,Review Spotlight: A User Interface for Summarizing User-generated Reviews Using Adjective-Noun Word Pairs,3,https://openalex.org/S4377196383,Publications of the UdS (Saarland University),1
CHI,2011,https://openalex.org/W2140232903,In the Shadow of Misperception: Assistive Technology Use and Social Interactions,458,,,1
CHI,2011,https://openalex.org/W1986692274,Ease of Juggling: Studying the Effects of Manual Multitasking,34,,,1
CVPR,2011,https://openalex.org/W2060280062,Real-time Human Pose Recognition in Parts from Single Depth Images,2046,https://openalex.org/S103482838,Communications of the ACM,1
IJCAI,2011,https://openalex.org/W1611302770,Unweighted Coalitional Manipulation Under the Borda Rule is NP-Hard,168,https://openalex.org/S139930977,Journal of Artificial Intelligence Research,1
IJCAI,2011,https://openalex.org/W2148552911,On the Decidability of Connectedness Constraints in 2D and 3D Euclidean Spaces,9,https://openalex.org/S4306400662,Research Explorer (The University of Manchester),1
SIGIR,2011,https://openalex.org/W2008251177,Find It If You Can: A Game for Modeling Different Types of Web Search Success Using Interaction Data,116,,,1
SIGMETRICS,2011,https://openalex.org/W2136110891,Topology Discovery of Sparse Random Graphs With Few Participants,33,,,1
SIGMOD,2011,https://openalex.org/W2115799249,Entangled Queries: Enabling Declarative Data-Driven Coordination,13,,,1
SODA,2011,https://openalex.org/W2116019049,An Almost Optimal Unrestricted Fast Johnson-Lindenstrauss Transform,109,https://openalex.org/S137348503,ACM Transactions on Algorithms,1
VLDB,2011,https://openalex.org/W4230948688,RemusDB: Transparent High-Availability for Database Systems,52,https://openalex.org/S78926909,The VLDB Journal,1
AAAI,2010,https://openalex.org/W1538864647,A Novel Transition Based Encoding Scheme for Planning as Satisfiability,54,https://openalex.org/S4210191458,Proceedings of the AAAI Conference on Artificial Intelligence,1
AAAI,2010,https://openalex.org/W2468755302,How Incomplete Is Your Semantic Web Reasoner? Systematic Analysis of the Completeness of Query Answering Systems,5,,,1
CHI,2010,https://openalex.org/W2124318441,How does search behavior change as search becomes more difficult?,207,,,1
CHI,2010,https://openalex.org/W2119188105,The Tower of Babel Meets Web 2.0: User-Generated Content and its Applications in a Multilingual Context,156,,,1
CHI,2010,https://openalex.org/W2155385126,Occlusion-Aware Interfaces,72,,,1
CHI,2010,https://openalex.org/W2169709590,Skinput: Appropriating the Body as an Input Surface,678,,,1
CHI,2010,https://openalex.org/W2142869276,Avaaj Otalo — A Field Study of an Interactive Voice Forum for Small Farmers in Rural India,378,,,1
CHI,2010,https://openalex.org/W2129146498,Lumino: Tangible Blocks for Tabletop Computers Based on Glass Fiber Bundles,101,,,1
CHI,2010,https://openalex.org/W2140420369,Feminist HCI: Taking Stock and Outlining an Agenda for Design,987,,,1
CHI,2010,https://openalex.org/W2158447593,Prefab: Implementing Advanced Behaviors Using Pixel-Based Reverse Engineering of Interface Structure,135,,,1
CHI,2010,https://openalex.org/W2119698661,Mobile-izing Health Workers in Rural India,195,,,1
CHI,2010,https://openalex.org/W2104113460,Mapping the Landscape of Sustainable HCI,746,,,1
CHI,2010,https://openalex.org/W2127523455,The Design of Eco-Feedback Technology,758,,,1
CHI,2010,https://openalex.org/W2120326355,Useful Junk? The Effects of Visual Embellishment on Comprehension and Memorability of Charts,396,,,1
CVPR,2010,https://openalex.org/W2124584309,Efficient Computation of Robust Low-Rank Matrix Approximations in the Presence of Missing Data using the L1 Norm,200,,,1
OSDI,2010,https://openalex.org/W2145467766,Efficient System-Enforced Deterministic Parallelism,144,https://openalex.org/S4306420647,Operating Systems Design and Implementation,1
OSDI,2010,https://openalex.org/W1893312510,The Turtles Project: Design and Implementation of Nested Virtualization,247,https://openalex.org/S4306420647,Operating Systems Design and Implementation,1
S&P,2010,https://openalex.org/W1985225657,SCiFI - A System for Secure Face Identification,227,,,1
SIGIR,2010,https://openalex.org/W2109913881,Assessing the Scenic Route: Measuring the Value of Search Trails in Web Logs,115,,,1
SIGMETRICS,2010,https://openalex.org/W2152475116,Load balancing via random local search in closed and open systems,23,,,1
SIGMOD,2010,https://openalex.org/W2151224499,FAST: fast architecture sensitive tree search on modern CPUs and GPUs,301,,,1
SODA,2010,https://openalex.org/W1480355964,An O(log n/log log n)-approximation Algorithm for the Asymmetric Traveling Salesman Problem,67,,,1
VLDB,2010,https://openalex.org/W3000214033,Towards Certain Fixes with Editing Rules and Master Data,124,https://openalex.org/S78926909,The VLDB Journal,1
CHI,2009,https://openalex.org/W2124142520,Predicting Tie Strength With Social Media,1368,,,1
CHI,2009,https://openalex.org/W2116041277,Undo and Erase Events as Indicators of Usability Problems,87,,,1
CHI,2009,https://openalex.org/W2162065809,From Interaction to Trajectories: Designing Coherent Journeys Through User Experiences,295,,,1
CHI,2009,https://openalex.org/W2114197969,Sizing the Horizon: The Effects of Chart Size and Layering on the Graphical Perception of Time Series Visualizations,108,https://openalex.org/S4377196327,Digital Commons - USU (Utah State University),1
CHI,2009,https://openalex.org/W2061766138,Social Immersive Media: Pursuing Best Practices for Multi-user Interactive Camera/Projector Exhibits,108,,,1
CHI,2009,https://openalex.org/W2097298348,Ephemeral Adaptation: The Use of Gradual Onset to Improve Menu Selection Performance,105,,,1
CVPR,2009,https://openalex.org/W1990592195,Single Image Haze Removal Using Dark Channel Prior,2407,https://openalex.org/S4363607795,2009 IEEE Conference on Computer Vision and Pattern Recognition,1
IJCAI,2009,https://openalex.org/W1496830905,Learning Conditional Preference Networks with Queries,27,,,1
IJCAI,2009,https://openalex.org/W1528986923,Consequence-Driven Reasoning for Horn SHIQ Ontologies,178,https://openalex.org/S4306402636,Oxford University Research Archive (ORA) (University of Oxford),1
S&P,2009,https://openalex.org/W2105842205,"Native Client: A Sandbox for Portable, Untrusted x86 Native Code",145,https://openalex.org/S103482838,Communications of the ACM,1
SIGIR,2009,https://openalex.org/W2134842174,Sources of evidence for vertical selection,202,,,1
SIGMETRICS,2009,https://openalex.org/W2109992755,The Age of Gossip: Spatial Mean Field Regime,135,https://openalex.org/S4306462833,Amsterdam University Press eBooks,1
SIGMOD,2009,https://openalex.org/W2126354234,Generating example data for dataflow programs,57,,,1
SODA,2009,https://openalex.org/W2911824201,Natural Algorithms,64,https://openalex.org/S4306420974,Symposium on Discrete Algorithms,1
VLDB,2009,https://openalex.org/W2998654680,A Unified Approach to Ranking in Probabilistic Databases,48,https://openalex.org/S78926909,The VLDB Journal,1
AAAI,2008,https://openalex.org/W192051504,Optimal False-Name-Proof Voting Rules with Costly Voting,42,,,1
AAAI,2008,https://openalex.org/W1816489643,How Good is Almost Perfect?,101,,,1
CHI,2008,https://openalex.org/W2105512500,An Error Model for Pointing Based on Fitts' Law,143,,,1
CHI,2008,https://openalex.org/W2094064671,Designs on Dignity: Perceptions of Technology Among the Homeless,18,https://openalex.org/S1535467,African Research Review,1
CHI,2008,https://openalex.org/W2152414382,"Improving the Performance of Motor-Impaired Users with Automatically-Generated, Ability-Based Interfaces",185,,,1
CHI,2008,https://openalex.org/W2053078227,In-Car GPS Navigation: Engagement with and Disengagement from the Environment,156,,,1
CHI,2008,https://openalex.org/W2140188249,Large Scale Analysis of Web Revisitation Patterns,250,,,1
CHI,2008,https://openalex.org/W2062709156,Multimodal collaborative handwriting training for visually-impaired people,80,,,1
CHI,2008,https://openalex.org/W2059641569,The Network in the Garden: An Empirical Analysis of Social Media in Rural Life,134,,,1
CVPR,2008,https://openalex.org/W2113201641,Beyond Sliding Windows: Object Localization by Efficient Subwindow Search,691,,,1
CVPR,2008,https://openalex.org/W2111559961,Global Stereo Reconstruction under Second Order Smoothness Priors,122,,,1
OSDI,2008,https://openalex.org/W1710734607,KLEE: Unassisted and Automatic Generation of High-Coverage Tests for Complex Systems Programs,2670,https://openalex.org/S4306420647,Operating Systems Design and Implementation,1
OSDI,2008,https://openalex.org/W1493893823,DryadLINQ: A System for General-Purpose Distributed Data-Parallel Computing Using a High-Level Language,699,https://openalex.org/S4306420647,Operating Systems Design and Implementation,1
OSDI,2008,https://openalex.org/W2013592197,Difference Engine: Harnessing Memory Redundancy in Virtual Machines,232,https://openalex.org/S103482838,Communications of the ACM,1
S&P,2008,https://openalex.org/W2143472559,Pacemakers and Implantable Cardiac Defibrillators: Software Radio Attacks and Zero-Power Defenses,725,https://openalex.org/S4210233669,Proceedings - IEEE Symposium on Security and Privacy/Proceedings of the ... IEEE Symposium on Security and Privacy,1
SIGIR,2008,https://openalex.org/W2005689470,Algorithmic Mediation for Collaborative Exploratory Search,178,,,1
SIGMETRICS,2008,https://openalex.org/W2059739152,Counter Braids: A Novel Counter Architecture for Per-Flow Measurement,208,,,1
SIGMOD,2008,https://openalex.org/W2725226870,Serializable isolation for snapshot databases,191,https://openalex.org/S90119964,ACM Transactions on Database Systems,1
SIGMOD,2008,https://openalex.org/W2171901130,Scalable Network Distance Browsing in Spatial Databases,303,,,1
VLDB,2008,https://openalex.org/W4249843299,Finding Frequent Items in Data Streams,618,https://openalex.org/S106296714,Lecture notes in computer science,1
VLDB,2008,https://openalex.org/W2141463661,Constrained Physical Design Tuning,35,https://openalex.org/S4210226185,Proceedings of the VLDB Endowment,1
AAAI,2007,https://openalex.org/W2146447174,PLOW: A Collaborative Task Learning Agent,146,,,1
AAAI,2007,https://openalex.org/W1902527071,"Thresholded Rewards: Acting Optimally in Timed, Zero-Sum Games",13,,,1
CHI,2007,https://openalex.org/W2117601224,Authoring sensor-based interactions by demonstration with direct manipulation and pattern recognition,152,,,1
CHI,2007,https://openalex.org/W2006550435,Consuming video on Mobile devices,193,,,1
CHI,2007,https://openalex.org/W2152312062,Multiview: improving trust in group video conferencing through spatial faithfulness,233,https://openalex.org/S53579087,Ground Water,1
CHI,2007,https://openalex.org/W2108518773,Shift: a technique for operating pen-based interfaces using touch,465,,,1
CHI,2007,https://openalex.org/W2057359302,Software or wetware?: discovering when and why people use digital prosthetic memory,65,,,1
CHI,2007,https://openalex.org/W3172402307,"Sustainable interaction design: invention & disposal, renewal & reuse",2,https://openalex.org/S4306401992,Repository KITopen (Karlsruhe Institute of Technology),1
CVPR,2007,https://openalex.org/W2082546838,Dynamic 3D Scene Analysis from a Moving Vehicle,87,https://openalex.org/S4210187442,Reviews in Mineralogy and Geochemistry,1
IJCAI,2007,https://openalex.org/W110738662,Automated Heart Wall Motion Abnormality Detection From Ultrasound Images using Bayesian Networks,44,https://openalex.org/S4306419999,International Joint Conference on Artificial Intelligence,1
IJCAI,2007,https://openalex.org/W57770583,Performance Analysis of Online Anticipatory Algorithms for Large Multistage Stochastic Integer Programs,32,,,1
IJCAI,2007,https://openalex.org/W1552944591,Building Structure into Local Search for SAT,40,https://openalex.org/S4306402548,"Griffith Research Online (Griffith University, Queensland, Australia)",1
SIGIR,2007,https://openalex.org/W2149156280,Studying the Use of Popular Destinations to Enhance Web Search Interaction,197,,,1
SIGMETRICS,2007,https://openalex.org/W2066262685,Modeling the Relative Fitness of Storage,84,,,1
SIGMOD,2007,https://openalex.org/W2077449561,Compiling mappings to bridge applications and databases,65,,,1
SIGMOD,2007,https://openalex.org/W2035801804,Scalable Approximate Query Processing with the DBO Engine,85,,,1
VLDB,2007,https://openalex.org/W2140613126,Scalable Semantic Web Data Management Using Vertical Partitioning,655,,,1
AAAI,2006,https://openalex.org/W1607840088,Model Counting: A New Strategy for Obtaining Good Bounds,136,,,1
AAAI,2006,https://openalex.org/W52985456,Towards an Axiom System for Default Logic,13,https://openalex.org/S4306401362,RWTH Publications (RWTH Aachen),1
CHI,2006,https://openalex.org/W2003257628,Trackball text entry for people with motor impairments,75,,,1
CHI,2006,https://openalex.org/W4390808104,Embedded phenomena: supporting science learning with classroom-sized distributed simulations,15,,,1
CHI,2006,https://openalex.org/W2118755902,A role for haptics in mobile interaction: initial design using a handheld tactile display prototype,199,,,1
CVPR,2006,https://openalex.org/W2146352414,Putting Objects in Perspective,820,https://openalex.org/S25538012,International Journal of Computer Vision,1
OSDI,2006,https://openalex.org/W2058535975,Rethink the Sync,47,https://openalex.org/S193109227,ACM Transactions on Computer Systems,1
OSDI,2006,https://openalex.org/W1981420413,Bigtable: A Distributed Storage System for Structured Data,3405,https://openalex.org/S193109227,ACM Transactions on Computer Systems,1
SIGIR,2006,https://openalex.org/W2124504084,Minimal Test Collections for Retrieval Evaluation,241,,,1
SIGMETRICS,2006,https://openalex.org/W4214714086,Maximizing throughput in wireless networks via gossiping,135,,,1
SIGMOD,2006,https://openalex.org/W118378920,To search or to crawl?: towards a query optimizer for text-centric tasks,24,https://openalex.org/S4306401019,ePrints Soton (University of Southampton),1
VLDB,2006,https://openalex.org/W2146081216,Trustworthy Keyword Search for Regulatory-Compliant Records Retention,29,https://openalex.org/S4306421142,Very Large Data Bases,1
AAAI,2005,https://openalex.org/W1587673378,The Max K- Armed Bandit: A New Model of Exploration Applied to Search Heuristic Selection,116,,,1
CHI,2005,https://openalex.org/W2112103637,The bubble cursor: enhancing target acquisition by dynamic resizing of the cursor's activation area,581,,,1
CHI,2005,https://openalex.org/W2107788319,Designing the spectator experience,431,,,1
CHI,2005,https://openalex.org/W2153282521,Examining Task Engagement in Sensor-Based Statistical Models of Human Interruptibility,110,,,1
CHI,2005,https://openalex.org/W4301013381,Making space for stories: ambiguity in the design of personal communication systems,104,,,1
CVPR,2005,https://openalex.org/W2140720810,Real-Time Non-Rigid Surface Detection,2116,https://openalex.org/S189275214,Particle and Fibre Toxicology,1
IJCAI,2005,https://openalex.org/W1603364293,Learning Coordination Classifiers,7,,,1
IJCAI,2005,https://openalex.org/W2912387951,Solving Checkers,46,https://openalex.org/S4306419999,International Joint Conference on Artificial Intelligence,1
IJCAI,2005,https://openalex.org/W157725869,A Probabilistic Model of Redundancy in Information Extraction,176,,,1
SIGIR,2005,https://openalex.org/W1963658069,Learning to estimate query difficulty: including applications to missing content detection and distributed information retrieval,196,,,1
SIGMETRICS,2005,https://openalex.org/W2171217544,Coupon replication systems,73,https://openalex.org/S62238642,IEEE/ACM Transactions on Networking,1
VLDB,2005,https://openalex.org/W2135552269,Cache-conscious Frequent Pattern Mining on a Modern Processor,63,,,1
AAAI,2004,https://openalex.org/W2753424512,Learning and Inferring Transportation Routines,0,,,1
CVPR,2004,https://openalex.org/W2101305476,Programmable Imaging using a Digital Micromirror Array,102,,,1
OSDI,2004,https://openalex.org/W2116283852,Recovering Device Drivers,136,https://openalex.org/S193109227,ACM Transactions on Computer Systems,1
OSDI,2004,https://openalex.org/W146360823,Using Model Checking to Find Serious File System Errors,18,https://openalex.org/S4306420647,Operating Systems Design and Implementation,1
SIGIR,2004,https://openalex.org/W2134557008,A Formal Study of Information Retrieval Heuristics,350,,,1
SIGMETRICS,2004,https://openalex.org/W2116790783,On performance bounds for the integration of elastic and adaptive streaming flows,51,https://openalex.org/S4210187660,ACM SIGMETRICS Performance Evaluation Review,1
SIGMOD,2004,https://openalex.org/W1993855803,Indexing spatio-temporal trajectories with Chebyshev polynomials,314,,,1
VLDB,2004,https://openalex.org/W2097995023,Model-Driven Data Acquisition in Sensor Networks,1044,https://openalex.org/S4306463230,Elsevier eBooks,1
CVPR,2003,https://openalex.org/W2154422044,Object Class Recognition by Unsupervised Scale-Invariant Learning,2036,,,1
IJCAI,2003,https://openalex.org/W2101914010,Thin Junction Tree Filters for Simultaneous Localization and Mapping,201,https://openalex.org/S7407050879,UC Berkeley,1
IJCAI,2003,https://openalex.org/W1664963465,Approximating Game-Theoretic Optimal Strategies for Full-scale Poker,208,,,1
SIGIR,2003,https://openalex.org/W2125596620,Re-examining the potential effectiveness of interactive query expansion,180,,,1
SIGMOD,2003,https://openalex.org/W2102951036,Spreadsheets in RDBMS for OLAP,68,,,1
AAAI,2002,https://openalex.org/W1964376592,On Computing All Abductive Explanations,43,https://openalex.org/S4306420577,National Conference on Artificial Intelligence,1
OSDI,2002,https://openalex.org/W2121542813,Memory Resource Management in VMware ESX Server,1205,https://openalex.org/S50071195,ACM SIGOPS Operating Systems Review,1
SIGIR,2002,https://openalex.org/W1981825277,Novelty and redundancy detection in adaptive filtering,432,,,1
CVPR,2001,https://openalex.org/W2130398583,Morphable 3D models from video,151,,,1
IJCAI,2001,https://openalex.org/W2084341220,Complexity Results for Structure-Based Causality,4115,https://openalex.org/S12967704,Statistical Science,1
SIGIR,2001,https://openalex.org/W2094661073,Temporal summaries of new topics,253,,,1
SIGMOD,2001,https://openalex.org/W2163336863,Locally adaptive dimensionality reduction for indexing large time series databases,869,,,1
VLDB,2001,https://openalex.org/W2130642985,Weaving Relations for Cache Performance,326,,,1
AAAI,2000,https://openalex.org/W2096678443,The Game of Hex: An Automatic Theorem-Proving Approach to Game Programming,36,,,1
AAAI,2000,https://openalex.org/W2284662111,Automatic Invention of Integer Sequences,31,https://openalex.org/S4306400321,Edinburgh Research Explorer (University of Edinburgh),1
AAAI,2000,https://openalex.org/W2118119027,Statistics-Based Summarization -- Step One: Sentence Compression,405,,,1
AAAI,2000,https://openalex.org/W2103552898,Local Search Characteristics of Incomplete SAT Procedures,39,,,1
CVPR,2000,https://openalex.org/W2159128898,Real-Time Tracking of Non-Rigid Objects using Mean Shift,2914,,,1
OSDI,2000,https://openalex.org/W4235785239,"Checking System Rules Using System-Specific, Programmer-Written Compiler Extensions",177,,,1
SIGIR,2000,https://openalex.org/W1985554184,IR evaluation methods for retrieving highly relevant documents,1457,https://openalex.org/S6756005,ACM SIGIR Forum,1
SIGMOD,2000,https://openalex.org/W4235095233,XMill: an efficient compressor for XML data,200,,,1
