conference,year,openalex_id,title,cited_by_count,source_id,source_name,is_award
CHI,2015,https://openalex.org/W1906951560,How Information Technology Governance Mechanisms and Strategic Alignment Influence Organizational Performance: Insights from a Matched Survey of Business and IT Managers1,539,https://openalex.org/S57293258,MIS Quarterly,0
CHI,2015,https://openalex.org/W1923944066,Mobile Application Usability: Conceptualization and Instrument Development1,416,https://openalex.org/S57293258,MIS Quarterly,0
CHI,2015,https://openalex.org/W129912261,An Enhanced Fear Appeal Rhetorical Framework: Leveraging Threats to the Human Asset Through Sanctioning RhetoriC1,404,https://openalex.org/S57293258,MIS Quarterly,0
CHI,2015,https://openalex.org/W2224422582,Ambient Awareness and Knowledge Acquisition: Using Social Media to Learn “Who Knows What” and “Who Knows Whom”1,361,https://openalex.org/S57293258,MIS Quarterly,0
CHI,2015,https://openalex.org/W2202316322,"Me, My Self, and I(T): Conceptualizing Information Technology Identity and ITS Implications1",294,https://openalex.org/S57293258,MIS Quarterly,0
CHI,2015,https://openalex.org/W82733688,Increasing Accountability Through User-Interface Design Artifacts: A New Approach To Addressing the Problem of Access-Policy Violations1,277,https://openalex.org/S57293258,MIS Quarterly,0
CHI,2015,https://openalex.org/W2341500856,The Biopolitics of Disability,396,https://openalex.org/S4306464181,University of Michigan Press eBooks,0
CHI,2015,https://openalex.org/W2208765609,Foucault and the Government of Disability,332,https://openalex.org/S4306464181,University of Michigan Press eBooks,0
CHI,2015,https://openalex.org/W4301810982,Campaign Finance and Political Polarization,202,https://openalex.org/S4306464181,University of Michigan Press eBooks,0
CHI,2015,https://openalex.org/W1955624,The Politics of Subjectivity in American Foreign Policy Discourses,171,https://openalex.org/S4306464181,University of Michigan Press eBooks,0
CHI,2015,https://openalex.org/W2177717590,The Latin American Voter,159,https://openalex.org/S4306464181,University of Michigan Press eBooks,0
CHI,2015,https://openalex.org/W2300294484,Law and Transaction Costs in the Ancient Economy,124,https://openalex.org/S4306464181,University of Michigan Press eBooks,0
CHI,2015,https://openalex.org/W4299955298,Monsters and Monstrosity in Augustan Poetry,121,https://openalex.org/S4306464181,University of Michigan Press eBooks,0
CHI,2015,https://openalex.org/W4242638064,Rights Enabled,108,https://openalex.org/S4306464181,University of Michigan Press eBooks,0
CHI,2015,https://openalex.org/W3167007713,Hallyu 2.0,104,https://openalex.org/S4306464181,University of Michigan Press eBooks,0
CHI,2015,https://openalex.org/W2253294965,Clio's Other Sons,101,https://openalex.org/S4306464181,University of Michigan Press eBooks,0
IJCAI,2015,https://openalex.org/W2295158492,"Framing Image Description as a Ranking Task: Data, Models and Evaluation Metrics (Extended Abstract)",27,https://openalex.org/S4306419999,International Joint Conference on Artificial Intelligence,0
IJCAI,2015,https://openalex.org/W2408194337,Pattern structures for news clustering,6,https://openalex.org/S4306419999,International Joint Conference on Artificial Intelligence,0
IJCAI,2015,https://openalex.org/W2398269580,Deep color semantics for E-commerce content-based image retrieval,7,https://openalex.org/S4306419999,International Joint Conference on Artificial Intelligence,0
IJCAI,2015,https://openalex.org/W2402613125,Between belief bases and belief sets: partial meet contraction,6,https://openalex.org/S4306419999,International Joint Conference on Artificial Intelligence,0
IJCAI,2015,https://openalex.org/W2395731926,Integrating Graphical Support with Reasoning in a Methodology for Ontology Evolution.,6,https://openalex.org/S4306419999,International Joint Conference on Artificial Intelligence,0
IJCAI,2015,https://openalex.org/W2404575846,Finding explanations: an empirical evaluation of abductive diagnosis algorithms,6,https://openalex.org/S4306419999,International Joint Conference on Artificial Intelligence,0
IJCAI,2015,https://openalex.org/W2296519941,Algorithm Runtime Prediction: Methods & Evaluation (Extended Abstract) .,5,https://openalex.org/S4306419999,International Joint Conference on Artificial Intelligence,0
IJCAI,2015,https://openalex.org/W2404327768,Sofia: how to make FCA polynomial?,5,https://openalex.org/S4306419999,International Joint Conference on Artificial Intelligence,0
IJCAI,2015,https://openalex.org/W2408611420,Military Ontologies for Information Dissemination at the Tactical Edge.,5,https://openalex.org/S4306419999,International Joint Conference on Artificial Intelligence,0
IJCAI,2015,https://openalex.org/W2296385786,Complexity-Sensitive Decision Procedures for Abstract Argumentation (Extended Abstract),4,https://openalex.org/S4306419999,International Joint Conference on Artificial Intelligence,0
IJCAI,2015,https://openalex.org/W2296438605,Deep learning for event-driven stock prediction,557,https://openalex.org/S4306419142,International Conference on Artificial Intelligence,0
IJCAI,2015,https://openalex.org/W2296071000,Target-dependent twitter sentiment classification with rich automatic features,306,https://openalex.org/S4306419142,International Conference on Artificial Intelligence,0
IJCAI,2015,https://openalex.org/W2394700483,Joint learning of character and word embeddings,247,https://openalex.org/S4306419142,International Conference on Artificial Intelligence,0
IJCAI,2015,https://openalex.org/W2291880741,Convolutional neural tensor network architecture for community-based question answering,219,https://openalex.org/S4306419142,International Conference on Artificial Intelligence,0
IJCAI,2015,https://openalex.org/W2406581873,A new simplex sparse learning model to measure data similarity for clustering,193,https://openalex.org/S4306419142,International Conference on Artificial Intelligence,0
IJCAI,2015,https://openalex.org/W2213253086,Semantic topic multimodal hashing for cross-media retrieval,167,https://openalex.org/S4306419142,International Conference on Artificial Intelligence,0
IJCAI,2015,https://openalex.org/W2274308990,Knowledge base completion using embeddings and rules,152,https://openalex.org/S4306419142,International Conference on Artificial Intelligence,0
IJCAI,2015,https://openalex.org/W2217066517,User modeling with neural network for review rating prediction,137,https://openalex.org/S4306419142,International Conference on Artificial Intelligence,0
IJCAI,2015,https://openalex.org/W2234079371,Automated rule selection for aspect extraction in opinion mining,120,https://openalex.org/S4306419142,International Conference on Artificial Intelligence,0
IJCAI,2015,https://openalex.org/W2203034355,Integrated anchor and social link predictions across social networks,101,https://openalex.org/S4306419142,International Conference on Artificial Intelligence,0
S&P,2015,https://openalex.org/W2163605009,ImageNet classification with deep convolutional neural networks,75544,https://openalex.org/S103482838,Communications of the ACM,0
S&P,2015,https://openalex.org/W2540285146,BBR,826,https://openalex.org/S103482838,Communications of the ACM,0
S&P,2015,https://openalex.org/W2617400317,Remaining trouble spots with computational thinking,422,https://openalex.org/S103482838,Communications of the ACM,0
S&P,2015,https://openalex.org/W2599518471,Computational thinking for teacher education,325,https://openalex.org/S103482838,Communications of the ACM,0
S&P,2015,https://openalex.org/W4293898435,Learnable programming,309,https://openalex.org/S103482838,Communications of the ACM,0
S&P,2015,https://openalex.org/W2778126034,Decentralized blockchain-based electronic marketplaces,262,https://openalex.org/S103482838,Communications of the ACM,0
S&P,2015,https://openalex.org/W2752726215,Bitcoin's academic pedigree,240,https://openalex.org/S103482838,Communications of the ACM,0
S&P,2015,https://openalex.org/W2776398026,Healthcare robotics,234,https://openalex.org/S103482838,Communications of the ACM,0
S&P,2015,https://openalex.org/W2599436010,A service computing manifesto,222,https://openalex.org/S103482838,Communications of the ACM,0
S&P,2015,https://openalex.org/W2583228413,Model learning,207,https://openalex.org/S103482838,Communications of the ACM,0
SIGMETRICS,2015,https://openalex.org/W1497601926,Using Straggler Replication to Reduce Latency in Large-scale Parallel Computing,131,https://openalex.org/S4210187660,ACM SIGMETRICS Performance Evaluation Review,0
SIGMETRICS,2015,https://openalex.org/W3003346454,A Large-Scale Study of Flash Memory Failures in the Field,65,https://openalex.org/S4210187660,ACM SIGMETRICS Performance Evaluation Review,0
SIGMETRICS,2015,https://openalex.org/W3017988589,Sponsored Data Plan,45,https://openalex.org/S4210187660,ACM SIGMETRICS Performance Evaluation Review,0
SIGMETRICS,2015,https://openalex.org/W3113961955,Reducing Latency via Redundant Requests,79,https://openalex.org/S4210187660,ACM SIGMETRICS Performance Evaluation Review,0
SIGMETRICS,2015,https://openalex.org/W2998611528,Smartphone Energy Drain in the Wild,58,https://openalex.org/S4210187660,ACM SIGMETRICS Performance Evaluation Review,0
SIGMETRICS,2015,https://openalex.org/W1994574815,Queues with Redundancy,41,https://openalex.org/S4210187660,ACM SIGMETRICS Performance Evaluation Review,0
SIGMETRICS,2015,https://openalex.org/W3008956930,60 GHz Indoor Networking through Flexible Beams,38,https://openalex.org/S4210187660,ACM SIGMETRICS Performance Evaluation Review,0
SIGMETRICS,2015,https://openalex.org/W3011357933,Power of <i>d</i> Choices for Large-Scale Bin Packing,36,https://openalex.org/S4210187660,ACM SIGMETRICS Performance Evaluation Review,0
SIGMETRICS,2015,https://openalex.org/W1971619670,Maximizing Cache Hit Ratios by Variance Reduction,33,https://openalex.org/S4210187660,ACM SIGMETRICS Performance Evaluation Review,0
SIGMETRICS,2015,https://openalex.org/W2207490587,Exploiting Cloud Heterogeneity to Optimize Performance and Cost of MapReduce Processing,33,https://openalex.org/S4210187660,ACM SIGMETRICS Performance Evaluation Review,0
VLDB,2015,https://openalex.org/W2196824873,A framework for protecting worker location privacy in spatial crowdsourcing,361,https://openalex.org/S4210226185,Proceedings of the VLDB Endowment,0
VLDB,2015,https://openalex.org/W2290431464,A confidence-aware approach for truth discovery on long-tail data,345,https://openalex.org/S4210226185,Proceedings of the VLDB Endowment,0
VLDB,2015,https://openalex.org/W2122255072,GraMi,297,https://openalex.org/S4210226185,Proceedings of the VLDB Endowment,0
VLDB,2015,https://openalex.org/W2244843312,Path problems in temporal graphs,266,https://openalex.org/S4210226185,Proceedings of the VLDB Endowment,0
VLDB,2015,https://openalex.org/W2394555589,Staring into the abyss,256,https://openalex.org/S4210226185,Proceedings of the VLDB Endowment,0
VLDB,2015,https://openalex.org/W2259576664,Blogel,253,https://openalex.org/S4210226185,Proceedings of the VLDB Endowment,0
VLDB,2015,https://openalex.org/W2286264920,Ibex,243,https://openalex.org/S4210226185,Proceedings of the VLDB Endowment,0
VLDB,2015,https://openalex.org/W2102086994,An efficient reconciliation algorithm for social networks,239,https://openalex.org/S4210226185,Proceedings of the VLDB Endowment,0
VLDB,2015,https://openalex.org/W889496518,Differentially private event sequences over infinite streams,238,https://openalex.org/S4210226185,Proceedings of the VLDB Endowment,0
VLDB,2015,https://openalex.org/W1565102206,From data fusion to knowledge fusion,229,https://openalex.org/S4210226185,Proceedings of the VLDB Endowment,0
AAAI,2014,https://openalex.org/W4285092328,A Note on Two Problems in Connexion with Graphs,1265,https://openalex.org/S4306462769,ACM eBooks,0
AAAI,2014,https://openalex.org/W1568555062,Equivalence and Synthesis of Causal Models,999,https://openalex.org/S4306462769,ACM eBooks,0
AAAI,2014,https://openalex.org/W1501375624,Direct and Indirect Effects,920,https://openalex.org/S4306462769,ACM eBooks,0
AAAI,2014,https://openalex.org/W2156094048,Reverend Bayes on Inference Engines: A Distributed Hierarchical Approach,751,https://openalex.org/S4306462769,ACM eBooks,0
AAAI,2014,https://openalex.org/W4293168393,New Directions in Cryptography,634,https://openalex.org/S4306462769,ACM eBooks,0
AAAI,2014,https://openalex.org/W2143336154,System <i>Z</i> : A Natural Ordering of Defaults with Tractable Applications to Nonmonotonic Reasoning,325,https://openalex.org/S4306462769,ACM eBooks,0
AAAI,2014,https://openalex.org/W4220858968,On Pearl’s Hierarchy and the Foundations of Causal Inference,137,https://openalex.org/S4306462769,ACM eBooks,0
AAAI,2014,https://openalex.org/W2990408532,Causality for Machine Learning,123,https://openalex.org/S4306462769,ACM eBooks,0
AAAI,2014,https://openalex.org/W4308101891,The Handbook on Socially Interactive Agents,51,https://openalex.org/S4306462769,ACM eBooks,0
AAAI,2014,https://openalex.org/W3048715862,An Interventionist Approach to Mediation Analysis,44,https://openalex.org/S4306462769,ACM eBooks,0
CHI,2014,https://openalex.org/W2152126086,The cultural evolution of prosocial religions,947,https://openalex.org/S59628311,Behavioral and Brain Sciences,0
CHI,2014,https://openalex.org/W2052241245,A conceptual framework for the neurobiological study of resilience,637,https://openalex.org/S59628311,Behavioral and Brain Sciences,0
CHI,2014,https://openalex.org/W2116035131,Unconscious influences on decision making: A critical review,627,https://openalex.org/S59628311,Behavioral and Brain Sciences,0
CHI,2014,https://openalex.org/W2096117537,Mirror neurons: From origin to function,616,https://openalex.org/S59628311,Behavioral and Brain Sciences,0
CHI,2014,https://openalex.org/W2034144524,Differences in negativity bias underlie variations in political ideology,600,https://openalex.org/S59628311,Behavioral and Brain Sciences,0
CHI,2014,https://openalex.org/W2026194000,Political diversity will improve social psychological science,547,https://openalex.org/S59628311,Behavioral and Brain Sciences,0
CHI,2014,https://openalex.org/W1977539641,"Memory reconsolidation, emotional arousal, and the process of change in psychotherapy: New insights from brain science",508,https://openalex.org/S59628311,Behavioral and Brain Sciences,0
CHI,2014,https://openalex.org/W2064673991,How to learn about teaching: An evolutionary framework for the study of teaching behavior in humans and other animals,485,https://openalex.org/S59628311,Behavioral and Brain Sciences,0
CHI,2014,https://openalex.org/W2044880034,Evolving the future: Toward a science of intentional change,256,https://openalex.org/S59628311,Behavioral and Brain Sciences,0
CHI,2014,https://openalex.org/W2401878968,"The inherence heuristic: An intuitive means of making sense of the world, and a potential precursor to psychological essentialism",246,https://openalex.org/S59628311,Behavioral and Brain Sciences,0
OSDI,2014,https://openalex.org/W2074881976,The RAMCloud Storage System,267,https://openalex.org/S193109227,ACM Transactions on Computer Systems,0
OSDI,2014,https://openalex.org/W2124037649,The Next 700 BFT Protocols,134,https://openalex.org/S193109227,ACM Transactions on Computer Systems,0
OSDI,2014,https://openalex.org/W2069852267,The Scalable Commutativity Rule,55,https://openalex.org/S193109227,ACM Transactions on Computer Systems,0
OSDI,2014,https://openalex.org/W1987773847,SKMD,46,https://openalex.org/S193109227,ACM Transactions on Computer Systems,0
OSDI,2014,https://openalex.org/W1987099882,A Differential Approach to Undefined Behavior Detection,36,https://openalex.org/S193109227,ACM Transactions on Computer Systems,0
OSDI,2014,https://openalex.org/W1988220683,ISA Wars,30,https://openalex.org/S193109227,ACM Transactions on Computer Systems,0
OSDI,2014,https://openalex.org/W1967420911,Energy-Oriented Partial Desktop Virtual Machine Migration,20,https://openalex.org/S193109227,ACM Transactions on Computer Systems,0
OSDI,2014,https://openalex.org/W2245949953,Fireflies,18,https://openalex.org/S193109227,ACM Transactions on Computer Systems,0
OSDI,2014,https://openalex.org/W1988150112,Efficient Control and Communication Paradigms for Coarse-Grained Spatial Architectures,15,https://openalex.org/S193109227,ACM Transactions on Computer Systems,0
OSDI,2014,https://openalex.org/W2264380155,K2,13,https://openalex.org/S193109227,ACM Transactions on Computer Systems,0
OSDI,2014,https://openalex.org/W2074881976,The RAMCloud Storage System,267,https://openalex.org/S193109227,ACM Transactions on Computer Systems,0
OSDI,2014,https://openalex.org/W2124037649,The Next 700 BFT Protocols,134,https://openalex.org/S193109227,ACM Transactions on Computer Systems,0
OSDI,2014,https://openalex.org/W2069852267,The Scalable Commutativity Rule,55,https://openalex.org/S193109227,ACM Transactions on Computer Systems,0
OSDI,2014,https://openalex.org/W1987773847,SKMD,46,https://openalex.org/S193109227,ACM Transactions on Computer Systems,0
OSDI,2014,https://openalex.org/W1987099882,A Differential Approach to Undefined Behavior Detection,36,https://openalex.org/S193109227,ACM Transactions on Computer Systems,0
OSDI,2014,https://openalex.org/W1988220683,ISA Wars,30,https://openalex.org/S193109227,ACM Transactions on Computer Systems,0
OSDI,2014,https://openalex.org/W1967420911,Energy-Oriented Partial Desktop Virtual Machine Migration,20,https://openalex.org/S193109227,ACM Transactions on Computer Systems,0
OSDI,2014,https://openalex.org/W2245949953,Fireflies,18,https://openalex.org/S193109227,ACM Transactions on Computer Systems,0
OSDI,2014,https://openalex.org/W1988150112,Efficient Control and Communication Paradigms for Coarse-Grained Spatial Architectures,15,https://openalex.org/S193109227,ACM Transactions on Computer Systems,0
OSDI,2014,https://openalex.org/W2264380155,K2,13,https://openalex.org/S193109227,ACM Transactions on Computer Systems,0
S&P,2014,https://openalex.org/W2542459869,Apache Spark,2243,https://openalex.org/S103482838,Communications of the ACM,0
S&P,2014,https://openalex.org/W2250384498,YFCC100M,1500,https://openalex.org/S103482838,Communications of the ACM,0
S&P,2014,https://openalex.org/W1837843568,The rise of social bots,1479,https://openalex.org/S103482838,Communications of the ACM,0
S&P,2014,https://openalex.org/W2544710688,Blockchain beyond bitcoin,1173,https://openalex.org/S103482838,Communications of the ACM,0
S&P,2014,https://openalex.org/W2263936035,Accountability in algorithmic decision making,585,https://openalex.org/S103482838,Communications of the ACM,0
S&P,2014,https://openalex.org/W2290712622,"Borg, Omega, and Kubernetes",527,https://openalex.org/S103482838,Communications of the ACM,0
S&P,2014,https://openalex.org/W2196674927,Schema.org,398,https://openalex.org/S103482838,Communications of the ACM,0
S&P,2014,https://openalex.org/W2492085449,Smart cities,314,https://openalex.org/S103482838,Communications of the ACM,0
S&P,2014,https://openalex.org/W2344444819,On the naturalness of software,283,https://openalex.org/S103482838,Communications of the ACM,0
S&P,2014,https://openalex.org/W2395092677,Improving API usability,270,https://openalex.org/S103482838,Communications of the ACM,0
SODA,2014,https://openalex.org/W2889833303,Fully Functional Suffix Trees and Optimal Text Searching in BWT-Runs Bounded Space,135,https://openalex.org/S118992489,Journal of the ACM,0
SODA,2014,https://openalex.org/W3088537673,Universally Composable Security,111,https://openalex.org/S118992489,Journal of the ACM,0
SODA,2014,https://openalex.org/W2938191358,Planar Graphs Have Bounded Queue-Number,68,https://openalex.org/S118992489,Journal of the ACM,0
SODA,2014,https://openalex.org/W3096239448,A Constant-factor Approximation Algorithm for the Asymmetric Traveling Salesman Problem,42,https://openalex.org/S118992489,Journal of the ACM,0
SODA,2014,https://openalex.org/W3039254663,Representative Sets and Irrelevant Vertices,39,https://openalex.org/S118992489,Journal of the ACM,0
SODA,2014,https://openalex.org/W3036875494,A Simple and Approximately Optimal Mechanism for an Additive Buyer,37,https://openalex.org/S118992489,Journal of the ACM,0
SODA,2014,https://openalex.org/W3029111739,Fully Online Matching,34,https://openalex.org/S118992489,Journal of the ACM,0
SODA,2014,https://openalex.org/W2948003455,Differential Equation Invariance Axiomatization,32,https://openalex.org/S118992489,Journal of the ACM,0
SODA,2014,https://openalex.org/W3009870468,"Matrix Multiplication, a Little Faster",20,https://openalex.org/S118992489,Journal of the ACM,0
SODA,2014,https://openalex.org/W3088152573,Parallelism in Randomized Incremental Algorithms,16,https://openalex.org/S118992489,Journal of the ACM,0
VLDB,2014,https://openalex.org/W2138744797,XORing elephants,683,https://openalex.org/S4210226185,Proceedings of the VLDB Endowment,0
VLDB,2014,https://openalex.org/W2115583184,Hadoop GIS,572,https://openalex.org/S4210226185,Proceedings of the VLDB Endowment,0
VLDB,2014,https://openalex.org/W2153972927,MillWheel,526,https://openalex.org/S4210226185,Proceedings of the VLDB Endowment,0
VLDB,2014,https://openalex.org/W2240667924,OLTP-Bench,367,https://openalex.org/S4210226185,Proceedings of the VLDB Endowment,0
VLDB,2014,https://openalex.org/W2250570571,Processing analytical queries over encrypted data,354,https://openalex.org/S4210226185,Proceedings of the VLDB Endowment,0
VLDB,2014,https://openalex.org/W217817341,"From ""think like a vertex"" to ""think like a graph""",349,https://openalex.org/S4210226185,Proceedings of the VLDB Endowment,0
VLDB,2014,https://openalex.org/W2171539317,A distributed graph engine for web scale RDF data,312,https://openalex.org/S4210226185,Proceedings of the VLDB Endowment,0
VLDB,2014,https://openalex.org/W2167275936,Spatial keyword query processing,305,https://openalex.org/S4210226185,Proceedings of the VLDB Endowment,0
VLDB,2014,https://openalex.org/W1998032016,EvenTweet,256,https://openalex.org/S4210226185,Proceedings of the VLDB Endowment,0
VLDB,2014,https://openalex.org/W1972115340,F1,252,https://openalex.org/S4210226185,Proceedings of the VLDB Endowment,0
VLDB,2014,https://openalex.org/W2107306718,Fast rule mining in ontological knowledge bases with AMIE $$+$$ +,484,https://openalex.org/S78926909,The VLDB Journal,0
VLDB,2014,https://openalex.org/W760598031,Profiling relational data: a survey,267,https://openalex.org/S78926909,The VLDB Journal,0
VLDB,2014,https://openalex.org/W1995211436,Task assignment optimization in knowledge-intensive crowdsourcing,132,https://openalex.org/S78926909,The VLDB Journal,0
VLDB,2014,https://openalex.org/W1202352811,Effective deep learning-based multi-modal retrieval,122,https://openalex.org/S78926909,The VLDB Journal,0
VLDB,2014,https://openalex.org/W1446333884,The matrix mechanism: optimizing linear counting queries under differential privacy,121,https://openalex.org/S78926909,The VLDB Journal,0
VLDB,2014,https://openalex.org/W2231297807,Diversified top-k clique search,95,https://openalex.org/S78926909,The VLDB Journal,0
VLDB,2014,https://openalex.org/W2008003976,"Toward personalized, context-aware routing",86,https://openalex.org/S78926909,The VLDB Journal,0
VLDB,2014,https://openalex.org/W2146838049,NScale: neighborhood-centric large-scale graph analytics in the cloud,57,https://openalex.org/S78926909,The VLDB Journal,0
VLDB,2014,https://openalex.org/W2295144739,Data generation for testing and grading SQL queries,54,https://openalex.org/S78926909,The VLDB Journal,0
VLDB,2014,https://openalex.org/W2257971564,GPU-accelerated string matching for database applications,42,https://openalex.org/S78926909,The VLDB Journal,0
VLDB,2014,https://openalex.org/W2196824873,A framework for protecting worker location privacy in spatial crowdsourcing,361,https://openalex.org/S4210226185,Proceedings of the VLDB Endowment,0
VLDB,2014,https://openalex.org/W2290431464,A confidence-aware approach for truth discovery on long-tail data,345,https://openalex.org/S4210226185,Proceedings of the VLDB Endowment,0
VLDB,2014,https://openalex.org/W2122255072,GraMi,297,https://openalex.org/S4210226185,Proceedings of the VLDB Endowment,0
VLDB,2014,https://openalex.org/W2244843312,Path problems in temporal graphs,266,https://openalex.org/S4210226185,Proceedings of the VLDB Endowment,0
VLDB,2014,https://openalex.org/W2394555589,Staring into the abyss,256,https://openalex.org/S4210226185,Proceedings of the VLDB Endowment,0
VLDB,2014,https://openalex.org/W2259576664,Blogel,253,https://openalex.org/S4210226185,Proceedings of the VLDB Endowment,0
VLDB,2014,https://openalex.org/W2286264920,Ibex,243,https://openalex.org/S4210226185,Proceedings of the VLDB Endowment,0
VLDB,2014,https://openalex.org/W2102086994,An efficient reconciliation algorithm for social networks,239,https://openalex.org/S4210226185,Proceedings of the VLDB Endowment,0
VLDB,2014,https://openalex.org/W889496518,Differentially private event sequences over infinite streams,238,https://openalex.org/S4210226185,Proceedings of the VLDB Endowment,0
VLDB,2014,https://openalex.org/W1565102206,From data fusion to knowledge fusion,229,https://openalex.org/S4210226185,Proceedings of the VLDB Endowment,0
VLDB,2014,https://openalex.org/W2903162282,Optimal Bloom Filters and Adaptive Merging for LSM-Trees,80,https://openalex.org/S90119964,ACM Transactions on Database Systems,0
VLDB,2014,https://openalex.org/W3001851942,Parallelizing Sequential Graph Computations,43,https://openalex.org/S90119964,ACM Transactions on Database Systems,0
VLDB,2014,https://openalex.org/W2789797077,Practical Private Range Search in Depth,31,https://openalex.org/S90119964,ACM Transactions on Database Systems,0
VLDB,2014,https://openalex.org/W2901077120,Distributed Joins and Data Placement for Minimal Network Traffic,12,https://openalex.org/S90119964,ACM Transactions on Database Systems,0
VLDB,2014,https://openalex.org/W2766594194,TriAL,18,https://openalex.org/S90119964,ACM Transactions on Database Systems,0
VLDB,2014,https://openalex.org/W2888613844,K-Regret Queries Using Multiplicative Utility Functions,14,https://openalex.org/S90119964,ACM Transactions on Database Systems,0
VLDB,2014,https://openalex.org/W2886448534,Lightweight Monitoring of Distributed Streams,7,https://openalex.org/S90119964,ACM Transactions on Database Systems,0
VLDB,2014,https://openalex.org/W2888177241,Answering FO+MOD Queries under Updates on Bounded Degree Databases,17,https://openalex.org/S90119964,ACM Transactions on Database Systems,0
VLDB,2014,https://openalex.org/W4211256068,MacroBase,8,https://openalex.org/S90119964,ACM Transactions on Database Systems,0
VLDB,2014,https://openalex.org/W2953288349,Estimating the Impact of Unknown Unknowns on Aggregate Query Results,7,https://openalex.org/S90119964,ACM Transactions on Database Systems,0
VLDB,2014,https://openalex.org/W2107306718,Fast rule mining in ontological knowledge bases with AMIE $$+$$ +,484,https://openalex.org/S78926909,The VLDB Journal,0
VLDB,2014,https://openalex.org/W760598031,Profiling relational data: a survey,267,https://openalex.org/S78926909,The VLDB Journal,0
VLDB,2014,https://openalex.org/W1995211436,Task assignment optimization in knowledge-intensive crowdsourcing,132,https://openalex.org/S78926909,The VLDB Journal,0
VLDB,2014,https://openalex.org/W1202352811,Effective deep learning-based multi-modal retrieval,122,https://openalex.org/S78926909,The VLDB Journal,0
VLDB,2014,https://openalex.org/W1446333884,The matrix mechanism: optimizing linear counting queries under differential privacy,121,https://openalex.org/S78926909,The VLDB Journal,0
VLDB,2014,https://openalex.org/W2231297807,Diversified top-k clique search,95,https://openalex.org/S78926909,The VLDB Journal,0
VLDB,2014,https://openalex.org/W2008003976,"Toward personalized, context-aware routing",86,https://openalex.org/S78926909,The VLDB Journal,0
VLDB,2014,https://openalex.org/W2146838049,NScale: neighborhood-centric large-scale graph analytics in the cloud,57,https://openalex.org/S78926909,The VLDB Journal,0
VLDB,2014,https://openalex.org/W2295144739,Data generation for testing and grading SQL queries,54,https://openalex.org/S78926909,The VLDB Journal,0
VLDB,2014,https://openalex.org/W2257971564,GPU-accelerated string matching for database applications,42,https://openalex.org/S78926909,The VLDB Journal,0
AAAI,2013,https://openalex.org/W80056832,Locate the Hate: Detecting Tweets against Blacks,452,https://openalex.org/S4210191458,Proceedings of the AAAI Conference on Artificial Intelligence,0
AAAI,2013,https://openalex.org/W2191404279,Structure and Intractability of Optimal Multi-Robot Path Planning on Graphs,408,https://openalex.org/S4210191458,Proceedings of the AAAI Conference on Artificial Intelligence,0
AAAI,2013,https://openalex.org/W2152984213,Generating Natural-Language Video Descriptions Using Text-Mined Knowledge,241,https://openalex.org/S4210191458,Proceedings of the AAAI Conference on Artificial Intelligence,0
AAAI,2013,https://openalex.org/W25648700,Story Generation with Crowdsourced Plot Graphs,207,https://openalex.org/S4210191458,Proceedings of the AAAI Conference on Artificial Intelligence,0
AAAI,2013,https://openalex.org/W2294512729,Supervised Coupled Dictionary Learning with Group Structures for Multi-modal Retrieval,195,https://openalex.org/S4210191458,Proceedings of the AAAI Conference on Artificial Intelligence,0
AAAI,2013,https://openalex.org/W378366556,Analyzing the Effectiveness of Adversary Modeling in Security Games,180,https://openalex.org/S4210191458,Proceedings of the AAAI Conference on Artificial Intelligence,0
AAAI,2013,https://openalex.org/W62192748,Spectral Rotation versus K-Means in Spectral Clustering,176,https://openalex.org/S4210191458,Proceedings of the AAAI Conference on Artificial Intelligence,0
AAAI,2013,https://openalex.org/W2399260173,Convex Subspace Representation Learning from Multi-View Data,166,https://openalex.org/S4210191458,Proceedings of the AAAI Conference on Artificial Intelligence,0
AAAI,2013,https://openalex.org/W1510564526,A General Formal Framework for Pathfinding Problems with Multiple Agents,155,https://openalex.org/S4210191458,Proceedings of the AAAI Conference on Artificial Intelligence,0
AAAI,2013,https://openalex.org/W1682895868,Learning Collaborative Impedance-Based Robot Behaviors,150,https://openalex.org/S4210191458,Proceedings of the AAAI Conference on Artificial Intelligence,0
AAAI,2013,https://openalex.org/W80056832,Locate the Hate: Detecting Tweets against Blacks,452,https://openalex.org/S4210191458,Proceedings of the AAAI Conference on Artificial Intelligence,0
AAAI,2013,https://openalex.org/W2191404279,Structure and Intractability of Optimal Multi-Robot Path Planning on Graphs,408,https://openalex.org/S4210191458,Proceedings of the AAAI Conference on Artificial Intelligence,0
AAAI,2013,https://openalex.org/W2152984213,Generating Natural-Language Video Descriptions Using Text-Mined Knowledge,241,https://openalex.org/S4210191458,Proceedings of the AAAI Conference on Artificial Intelligence,0
AAAI,2013,https://openalex.org/W25648700,Story Generation with Crowdsourced Plot Graphs,207,https://openalex.org/S4210191458,Proceedings of the AAAI Conference on Artificial Intelligence,0
AAAI,2013,https://openalex.org/W2294512729,Supervised Coupled Dictionary Learning with Group Structures for Multi-modal Retrieval,195,https://openalex.org/S4210191458,Proceedings of the AAAI Conference on Artificial Intelligence,0
AAAI,2013,https://openalex.org/W378366556,Analyzing the Effectiveness of Adversary Modeling in Security Games,180,https://openalex.org/S4210191458,Proceedings of the AAAI Conference on Artificial Intelligence,0
