conference,award_year,work_id,work_title,author_id,author_name,author_position,cited_by_count
ICML,2006,W2620466028,Bee diversity and plant-pollinator interactions in fragmented landscapes,A5052828434,Thomas Alfert,middle,104
ICML,2006,W2620466028,Bee diversity and plant-pollinator interactions in fragmented landscapes,A5038194873,Teja Tscharntke,last,104
ICML,2006,W190624638,Weiterentwicklung der Infrastruktur für wissenschaftliche Information im digitalen Zeitalter,A5023480672,Norbert Lossau,first,0
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5107913788,V. M. Abazov,first,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5007910787,B. Abbott,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5107841465,M. Abolins,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5042807344,B. S. Acharya,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5025215607,Mark Raymond Adams,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5063987582,T. Adams,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5047186295,M. Agelou,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5040019274,J.-L. Agram,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5074660905,S. H. Ahn,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5107825907,M. Ahsan,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5108496831,G. D. Alexeev,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5107872879,G. Alkhazov,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5108522137,T. Alexander,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5064072134,G. Alverson,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5088055007,G. A. Alves,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5055604672,M. Anastasoaie,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5085290420,T. Andeen,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5109290567,S. Anderson,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5117396980,B. Andrieu,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5031639271,M. S. Anzelc,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5001206547,Y. Arnoud,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5027602567,M. Arov,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5072260746,Andrew Askew,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5107824863,B. Åsman,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5112370928,A. C. S. Assis Jesus,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5108412465,O. Atramentov,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5105759722,C. Autermann,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5030442551,C. Ávila,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5107852250,C. Ay,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5107063476,F. Badaud,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5107857327,A. Baden,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5107929368,L. Bagby,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5114255423,B. Baldin,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5107893242,D. V. Bandurin,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5067386294,P. Banerjee,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5108166891,S. Banerjee,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5108067248,E. Barberis,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5100708815,P. Bargassa,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5100649849,P. Baringer,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5031424617,C. Barnes,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5014342735,J. Barreto,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5107825885,J. F. Bartlett,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5060877529,U. Bassler,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5082319187,D. Bauer,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5100724250,A. Bean,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5118941210,M. Begalli,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5011925943,M. Begel,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5106522072,C. Bélanger-Champagne,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5108096149,L. Bellantoni,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5113327536,A. Bellavance,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5074447259,J. F. Benitez,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5107881801,S. B. Beri,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5105618469,G. Bernardi,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5106470002,R. Bernhard,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5109529796,L. Berntzon,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5040673747,I. A. Bertram,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5108022294,M. Besançon,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5050386571,R. Beuselinck,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5106325702,V. A. Bezzubov,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5057579026,P. C. Bhat,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5072449178,V. Bhatnagar,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5047896872,M. Binder,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5015817476,C. Biscarat,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5039140726,K. Black,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5015035219,I. Blackler,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5028086816,G. Blazey,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5025384198,F. Blekman,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5064729514,S. Blessing,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5056109933,D. Blöch,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5108166785,K. Bloom,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5107854512,U. Blumenschein,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5049158651,A. Boehnlein,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5107725819,O. E. Vickey Boeriu,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5102639982,T. A. Bolton,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5106558559,F. Borcherding,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5060897635,G. Borissov,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5107345659,K. Bos,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5049485111,T. Bose,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5057777900,A. Brandt,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5109906919,R. Brock,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5073780128,G. Brooijmans,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5057455166,A. Bross,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5038614330,D. Brown,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5018783153,N. J. Buchanan,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5113628038,D. Buchholz,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5111509620,M. Buehler,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5107835210,V. Buescher,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5085382896,S. Burdin,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5006681407,S. Bürke,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5111449120,T. H. Burnett,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5106499574,K. Satô,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5108092918,C. P. Buszello,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5029367526,J. M. Butler,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5045414402,P. Calfayan,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5070012709,S. Calvet,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5004745943,J. Cammin,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5100600328,S. Caron,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5079427051,W. Carvalho,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5107858213,Gavin Keane,middle,3
ICML,2006,W3141497741,Search for particles decaying into a Z boson and a photon in pp¯ collisions at s=1.96 TeV,A5110259817,N. M. Cason,last,3
ICML,2010,W127558697,"A First Principle Comparative Study of Three, Two and One-dimensional MoS$_2$ [Part:1]",A5027908197,Can Ataca,first,0
ICML,2010,W127558697,"A First Principle Comparative Study of Three, Two and One-dimensional MoS$_2$ [Part:1]",A5024580746,Ethem Aktürk,middle,0
ICML,2010,W127558697,"A First Principle Comparative Study of Three, Two and One-dimensional MoS$_2$ [Part:1]",A5032338461,Hasan Şahin,middle,0
ICML,2010,W127558697,"A First Principle Comparative Study of Three, Two and One-dimensional MoS$_2$ [Part:1]",A5084126023,S. Çiraci,last,0
ICML,2010,W2088257991,$B_s \to f_0(980)$ decays: Results from light-cone QCD Sum Rules,A5053455798,Fulvia De Fazio,first,0
ICML,2010,W2801245139,A Concise Algorithm For Reconstructing The Root Graph From A Line Graph,A5109395565,D. Liu,first,0
ICML,2010,W2801245139,A Concise Algorithm For Reconstructing The Root Graph From A Line Graph,A5001877366,Piet Van Mieghem,last,0
ICML,2012,W3123301772,Along the road to uniformity: diverse readings of the Court of Justice judgments on copyright works,A5020867038,Mireille van Eechoud,first,7
ICML,2012,W2114412023,Choosing variants of pragmatic argumentation in anticipation of countermoves in health brochures,A5084315644,Lotte van Poppel,first,0
ICML,2012,W2576300916,"Becoming human: the iconography of black slavery in French, British and Dutch book illustrations c. 1600-c.1800",A5041144469,E.E.P. Kolfin,first,1
ICML,2012,W2576300916,"Becoming human: the iconography of black slavery in French, British and Dutch book illustrations c. 1600-c.1800",A5077920937,Elizabeth McGrath,middle,1
ICML,2012,W2576300916,"Becoming human: the iconography of black slavery in French, British and Dutch book illustrations c. 1600-c.1800",A5035273918,Jean Michel Massing,last,1
ICML,2016,W2591186110,\textitAb initio study of reactive collisions between Rb($^{2}S$) or Rb($^{2}P$) and OH$^{-}$($^{1}\Sigma^{+}$),A5052352973,Milaim Kas,first,0
ICML,2016,W2591186110,\textitAb initio study of reactive collisions between Rb($^{2}S$) or Rb($^{2}P$) and OH$^{-}$($^{1}\Sigma^{+}$),A5031611359,Jérôme Loreau,middle,0
ICML,2016,W2591186110,\textitAb initio study of reactive collisions between Rb($^{2}S$) or Rb($^{2}P$) and OH$^{-}$($^{1}\Sigma^{+}$),A5020700487,Jacques Liévin,middle,0
ICML,2016,W2591186110,\textitAb initio study of reactive collisions between Rb($^{2}S$) or Rb($^{2}P$) and OH$^{-}$($^{1}\Sigma^{+}$),A5066082974,Nathalie Vaeck,last,0
ICML,2016,W2805890818,$B^0\to K^{* 0}μ^+μ^-$ Decay in the Aligned Two-Higgs-Doublet Model,A5080675126,Quan-Yi Hu,first,0
ICML,2016,W2805890818,$B^0\to K^{* 0}μ^+μ^-$ Decay in the Aligned Two-Higgs-Doublet Model,A5078785146,Xin-Qiang Li,middle,0
ICML,2016,W2805890818,$B^0\to K^{* 0}μ^+μ^-$ Decay in the Aligned Two-Higgs-Doublet Model,A5103855130,Y. H. Yang,last,0
ICML,2016,W2567488287,A $\theta(n^2)$ Time Matrix Multiplication Algorithm,A5091329448,Yijie Han,first,1
ICML,2018,W2962991244,,A5012514373,Enrico Gavagnin,first,26
ICML,2018,W2962991244,,A5020922899,Matthew J. Ford,middle,26
ICML,2018,W2962991244,,A5006997647,Richard L. Mort,middle,26
ICML,2018,W2962991244,,A5016412107,Tim Rogers,middle,26
ICML,2018,W2962991244,,A5041859176,Christian A. Yates,last,26
ICML,2018,W2903348137,A 4 Flattening Points Theorem for Polygons,A5070780598,Marcos Craizer,first,0
ICML,2018,W2903348137,A 4 Flattening Points Theorem for Polygons,A5073799052,Sinésio Pesco,last,0
ICML,2018,W2800251065,A Bayesian semiparametric framework for causal inference in high-dimensional data,A5067717339,Joseph Antonelli,first,6
ICML,2018,W2800251065,A Bayesian semiparametric framework for causal inference in high-dimensional data,A5007008626,Francesca Dominici,last,6
ICSE,2003,W2069570166,Addressing the challenges of software industry globalization: the workshop on global software development,A5007049054,Daniela Damian,first,36
ICSE,2003,W2069570166,Addressing the challenges of software industry globalization: the workshop on global software development,A5072863196,Filippo Lanubile,middle,36
ICSE,2003,W2069570166,Addressing the challenges of software industry globalization: the workshop on global software development,A5076385023,Heather L. Oppenheimer,last,36
ICSE,2003,W3136464374,Session details: Experience reports: automotive software engineering,A5078515233,Martin Glinz,first,0
ICSE,2003,W3136464374,Session details: Experience reports: automotive software engineering,A5078245977,Judith A. Stafford,last,0
ICSE,2003,W2046111446,On the supervision and assessment of part-time postgraduate software engineering projects,A5090084463,Andrew Simpson,first,4
ICSE,2003,W2046111446,On the supervision and assessment of part-time postgraduate software engineering projects,A5087547134,Andrew Martin,middle,4
ICSE,2003,W2046111446,On the supervision and assessment of part-time postgraduate software engineering projects,A5086558126,Jeremy Gibbons,middle,4
ICSE,2003,W2046111446,On the supervision and assessment of part-time postgraduate software engineering projects,A5060831762,Jim Davies,middle,4
ICSE,2003,W2046111446,On the supervision and assessment of part-time postgraduate software engineering projects,A5027129096,Steve McKeever,last,4
ICSE,2004,W1978068196,"Classifying data dependences in the presence of pointers for program comprehension, testing, and debugging",A5030961858,Alessandro Orso,first,31
ICSE,2004,W1978068196,"Classifying data dependences in the presence of pointers for program comprehension, testing, and debugging",A5016963468,Saurabh Sinha,middle,31
ICSE,2004,W1978068196,"Classifying data dependences in the presence of pointers for program comprehension, testing, and debugging",A5038406724,Mary Jean Harrold,last,31
ICSE,2004,W1986538131,Coupling and cohesion metrics for knowledge-based systems using frames and rules,A5006247481,Stefan Krämer,first,47
ICSE,2004,W1986538131,Coupling and cohesion metrics for knowledge-based systems using frames and rules,A5029635609,Hermann Kaindl,last,47
ICSE,2004,W1968966764,A framework for modeling and implementing visual notations with applications to software engineering,A5036621965,Gennaro Costagliola,first,73
ICSE,2004,W1968966764,A framework for modeling and implementing visual notations with applications to software engineering,A5083976078,Vincenzo Deufemia,middle,73
ICSE,2004,W1968966764,A framework for modeling and implementing visual notations with applications to software engineering,A5041872893,Giuseppe Polese,last,73
ICSE,2005,W4256267596,Automatic discovery of API-level exploits,A5003010093,Vinod Ganapathy,first,4
ICSE,2005,W4256267596,Automatic discovery of API-level exploits,A5064230639,Sanjit A. Seshia,middle,4
ICSE,2005,W4256267596,Automatic discovery of API-level exploits,A5037641749,T.W. Repst,middle,4
ICSE,2005,W4256267596,Automatic discovery of API-level exploits,A5054408811,Randal E. Bryant,last,4
ICSE,2005,W4298718280,Deciding what to design: closing a gap in software engineering education,A5059637615,M. Shaw,first,23
ICSE,2005,W4298718280,Deciding what to design: closing a gap in software engineering education,A5050967621,J. Herbsleb,middle,23
ICSE,2005,W4298718280,Deciding what to design: closing a gap in software engineering education,A5078407582,I. Ozkaya,last,23
ICSE,2005,W4229595040,A cross-program investigation of students' perceptions of agile methods,A5081927864,Grigori Melnik,first,20
ICSE,2005,W4229595040,A cross-program investigation of students' perceptions of agile methods,A5070105322,Frank Maurer,last,20
ICSE,2007,W2104356319,Maturity Status within Front-End Support Organisations,A5111883347,Mira Kajko‐Mattsson,first,20
ICSE,2007,W2132535345,A Constructivist Approach to Teaching Software Processes,A5112052963,Jayakanth Srinivasan,first,11
ICSE,2007,W2132535345,A Constructivist Approach to Teaching Software Processes,A5045641364,Kristina Lundqvist,last,11
ICSE,2007,W2146174626,Using GUI Run-Time State as Feedback to Generate Test Cases,A5085861007,Xun Yuan,first,130
ICSE,2007,W2146174626,Using GUI Run-Time State as Feedback to Generate Test Cases,A5103489081,Atif M. Memon,last,130
ICSE,2008,W1545920122,An Estimation Method for the Thermal Conductivity of the Refrigerants in the Liquid State,A5110795980,G. Latini,first,4
ICSE,2008,W1554708295,A cross-cultural study of children's drawings and parents' attitudes about peace and war,A5010055493,Larissa V. Frias,first,0
ICSE,2008,W1584222970,A Study of Frost Nucleation on Flat Surfaces: Theoretical Model and Experimental Validation,A5002645384,Robson O. Piucco,first,1
ICSE,2008,W1584222970,A Study of Frost Nucleation on Flat Surfaces: Theoretical Model and Experimental Validation,A5106084748,Christian J.L. Hermes,middle,1
ICSE,2008,W1584222970,A Study of Frost Nucleation on Flat Surfaces: Theoretical Model and Experimental Validation,A5045426705,Cláudio Melo,middle,1
ICSE,2008,W1584222970,A Study of Frost Nucleation on Flat Surfaces: Theoretical Model and Experimental Validation,A5041426283,Jader R. Barbosa,last,1
ICSE,2010,W642149298,An EEG homologue of the negative BOLD response as measured at 7 Tesla,A5023023068,Wietske van der Zwaag,first,0
ICSE,2010,W642149298,An EEG homologue of the negative BOLD response as measured at 7 Tesla,A5001307762,Marzia De Lucia,middle,0
ICSE,2010,W642149298,An EEG homologue of the negative BOLD response as measured at 7 Tesla,A5090840518,Nadine Graedel,middle,0
ICSE,2010,W642149298,An EEG homologue of the negative BOLD response as measured at 7 Tesla,A5029520140,Micah M. Murray,middle,0
ICSE,2010,W642149298,An EEG homologue of the negative BOLD response as measured at 7 Tesla,A5029409294,Rolf Gruetter,last,0
ICSE,2010,W88908163,A level set method and a heat transfer model implemented into FLUENT for modeling of microscale two phase flows,A5061790787,Bogdan Alexandru Nichita,first,14
ICSE,2010,W88908163,A level set method and a heat transfer model implemented into FLUENT for modeling of microscale two phase flows,A5006994335,John R. Thome,last,14
ICSE,2010,W1781993196,Abflussinstabilitäten in Treppengerinnen mit eingetieften oder rückwärts geneigten Stufen,A5002965713,Christoph Knellwolf,first,0
ICSE,2010,W1781993196,Abflussinstabilitäten in Treppengerinnen mit eingetieften oder rückwärts geneigten Stufen,A5068263006,Anton Schleiss,last,0
ICSE,2011,W2259959749,A Comparative Evaluation of Exploration Strategies and Heuristics to Improve Them,A5103591818,Dirk Holz,first,26
ICSE,2011,W2259959749,A Comparative Evaluation of Exploration Strategies and Heuristics to Improve Them,A5090235510,Nicola Basilico,middle,26
ICSE,2011,W2259959749,A Comparative Evaluation of Exploration Strategies and Heuristics to Improve Them,A5028729032,Francesco Amigoni,middle,26
ICSE,2011,W2259959749,A Comparative Evaluation of Exploration Strategies and Heuristics to Improve Them,A5027761977,Sven Behnke,last,26
ICSE,2011,W3193631117,Analisi di materiali compositi con fibre naturali: applicazioni su componenti strutturali,A5078269201,Gerardus Janszen,first,1
ICSE,2011,W3193631117,Analisi di materiali compositi con fibre naturali: applicazioni su componenti strutturali,A5000299170,L. Battirossi,middle,1
ICSE,2011,W3193631117,Analisi di materiali compositi con fibre naturali: applicazioni su componenti strutturali,A5033245575,L. Di Landro,middle,1
ICSE,2011,W3193631117,Analisi di materiali compositi con fibre naturali: applicazioni su componenti strutturali,A5013480706,D. Tagliapietra,last,1
ICSE,2011,W2807490131,A thermodynamic model of equilibrium-hydrogen for the accurate simulation of its liquefaction,A5034205074,Gianluca Valenti,first,1
ICSE,2011,W2807490131,A thermodynamic model of equilibrium-hydrogen for the accurate simulation of its liquefaction,A5071337714,Ennio Macchi,middle,1
ICSE,2011,W2807490131,A thermodynamic model of equilibrium-hydrogen for the accurate simulation of its liquefaction,A5027106117,Samuele Brioschi,last,1
ICSE,2012,W2009691504,Verification and Validation of UML Conceptual Schemas with OCL Constraints,A5012828540,Anna Queralt,first,74
ICSE,2012,W2009691504,Verification and Validation of UML Conceptual Schemas with OCL Constraints,A5085687963,Ernest Teniente,last,74
ICSE,2012,W2005064209,Accounting for defect characteristics in evaluations of testing techniques,A5038010510,Jaymie Strecker,first,18
ICSE,2012,W2005064209,Accounting for defect characteristics in evaluations of testing techniques,A5103489081,Atif M. Memon,last,18
ICSE,2012,W2014412501,A Precise Method-Method Interaction-Based Cohesion Metric for Object-Oriented Classes,A5033958019,Jehad Al Dallal,first,106
ICSE,2012,W2014412501,A Precise Method-Method Interaction-Based Cohesion Metric for Object-Oriented Classes,A5078533117,Lionel Briand,last,106
ICSE,2013,W4246970369,An observable and controllable testing framework for modern systems,A5072070511,Tingting Yu,first,2
ICSE,2013,W4234346598,Does bug prediction support human developers? Findings from a Google case study,A5103564685,Chris Lewis,first,94
ICSE,2013,W4234346598,Does bug prediction support human developers? Findings from a Google case study,A5012617298,Zhongpeng Lin,middle,94
ICSE,2013,W4234346598,Does bug prediction support human developers? Findings from a Google case study,A5013989748,Caitlin Sadowski,middle,94
ICSE,2013,W4234346598,Does bug prediction support human developers? Findings from a Google case study,A5100452974,Xiaoyan Zhu,middle,94
ICSE,2013,W4234346598,Does bug prediction support human developers? Findings from a Google case study,A5055057373,Rong Ou,middle,94
ICSE,2013,W4234346598,Does bug prediction support human developers? Findings from a Google case study,A5089970457,E. James Whitehead,last,94
ICSE,2013,W4246363372,4th International workshop on managing technical debt (MTD 2013),A5038060982,Philippe Kruchten,first,19
ICSE,2013,W4246363372,4th International workshop on managing technical debt (MTD 2013),A5057124086,Robert L. Nord,middle,19
ICSE,2013,W4246363372,4th International workshop on managing technical debt (MTD 2013),A5079888779,İpek Özkaya,last,19
ICSE,2014,W183092672,A Velocity Prediction Procedure for Sailing Yachts with a hydrodynamic Model based on integrated fully coupled RANSE-Free-Surface Simulations,A5055045322,Christoph Boehm,first,13
ICSE,2014,W199086858,Advances in Model-Based Design of Flexible and Prompt Energy Systems -- The CO2 Capture Plant at the Buggenum IGCC Power Station as a Test Case,A5066624570,Carsten Trapp,first,7
ICSE,2014,W55070492,A Toolbox for Iconic Architecture,A5013416189,Justas Pipinis,first,1
ICSE,2015,W4242696118,&amp;#x0022;Should We Move to Stack Overflow?&amp;#x0022; Measuring the Utility of Social Media for Developer Support,A5064631496,Megan Squire,first,35
