paper_openalex_id,paper_title,conference,award_year,author_id,author_name,author_position,first_pub_year,works_count,cited_by_count,h_index,i10_index,career_age_at_award,career_stage
https://openalex.org/W2795619128,Project Zanzibar: A Portable and Flexible Tangible Interaction Platform,CHI,2018,https://openalex.org/A5000796744,Daniel Cletheroe,middle,2008.0,30.0,703.0,13.0,14.0,10.0,Senior
https://openalex.org/W2795619128,Project Zanzibar: A Portable and Flexible Tangible Interaction Platform,CHI,2018,https://openalex.org/A5041491565,Greg Saul,middle,1967.0,21.0,528.0,7.0,7.0,51.0,Senior
https://openalex.org/W2795619128,Project Zanzibar: A Portable and Flexible Tangible Interaction Platform,CHI,2018,https://openalex.org/A5046815740,Christian Holz,middle,1995.0,242.0,7226.0,45.0,104.0,23.0,Senior
https://openalex.org/W2795619128,Project Zanzibar: A Portable and Flexible Tangible Interaction Platform,CHI,2018,https://openalex.org/A5089370410,Tim Regan,middle,1990.0,194.0,5753.0,41.0,80.0,28.0,Senior
https://openalex.org/W2795619128,Project Zanzibar: A Portable and Flexible Tangible Interaction Platform,CHI,2018,https://openalex.org/A5046813937,Oscar Salandin,middle,2018.0,3.0,172.0,3.0,2.0,0.0,Junior
https://openalex.org/W2795619128,Project Zanzibar: A Portable and Flexible Tangible Interaction Platform,CHI,2018,https://openalex.org/A5029380651,Misha Sra,middle,2012.0,135.0,1958.0,22.0,37.0,6.0,Senior
https://openalex.org/W2795619128,Project Zanzibar: A Portable and Flexible Tangible Interaction Platform,CHI,2018,https://openalex.org/A5028482882,Hui-Shyong Yeo,middle,2013.0,43.0,1158.0,16.0,23.0,5.0,Junior
https://openalex.org/W2795619128,Project Zanzibar: A Portable and Flexible Tangible Interaction Platform,CHI,2018,https://openalex.org/A5073012307,William J. Field,middle,1964.0,5.0,112.0,3.0,1.0,54.0,Senior
https://openalex.org/W2795619128,Project Zanzibar: A Portable and Flexible Tangible Interaction Platform,CHI,2018,https://openalex.org/A5048262602,Haiyan Zhang,last,1986.0,814.0,19201.0,68.0,388.0,32.0,Senior
https://openalex.org/W2795552328,Experiencing the Body as Play,CHI,2018,https://openalex.org/A5071394525,Florian Mueller,first,1972.0,407.0,9731.0,48.0,204.0,46.0,Senior
https://openalex.org/W2795552328,Experiencing the Body as Play,CHI,2018,https://openalex.org/A5012929048,Richard Byrne,middle,1963.0,37.0,657.0,14.0,15.0,55.0,Senior
https://openalex.org/W2795552328,Experiencing the Body as Play,CHI,2018,https://openalex.org/A5086240513,Josh Andrés,middle,2015.0,83.0,1206.0,20.0,30.0,3.0,Junior
https://openalex.org/W2795552328,Experiencing the Body as Play,CHI,2018,https://openalex.org/A5061987881,Rakesh Patibanda,last,2017.0,57.0,1004.0,16.0,27.0,1.0,Junior
https://openalex.org/W2795802000,Making Core Memory: Design Inquiry into Gendered Legacies of Engineering and Craftwork,CHI,2018,https://openalex.org/A5021902946,Daniela K. Rosner,first,2002.0,181.0,5131.0,39.0,91.0,16.0,Senior
https://openalex.org/W2795802000,Making Core Memory: Design Inquiry into Gendered Legacies of Engineering and Craftwork,CHI,2018,https://openalex.org/A5051153434,Samantha Shorey,middle,1976.0,35.0,402.0,10.0,12.0,42.0,Senior
https://openalex.org/W2795802000,Making Core Memory: Design Inquiry into Gendered Legacies of Engineering and Craftwork,CHI,2018,https://openalex.org/A5019431004,Brock Craft,middle,2001.0,46.0,985.0,15.0,21.0,17.0,Senior
https://openalex.org/W2795802000,Making Core Memory: Design Inquiry into Gendered Legacies of Engineering and Craftwork,CHI,2018,https://openalex.org/A5071897087,Helen Remick,last,1973.0,17.0,530.0,10.0,10.0,45.0,Senior
https://openalex.org/W2795651511,Design for Collaborative Survival: An Inquiry into Human-Fungi Relationships,CHI,2018,https://openalex.org/A5109428307,Jen Liu,first,2017.0,20.0,402.0,6.0,5.0,1.0,Junior
https://openalex.org/W2795651511,Design for Collaborative Survival: An Inquiry into Human-Fungi Relationships,CHI,2018,https://openalex.org/A5001613449,Daragh Byrne,middle,1987.0,92.0,1127.0,16.0,24.0,31.0,Senior
https://openalex.org/W2795651511,Design for Collaborative Survival: An Inquiry into Human-Fungi Relationships,CHI,2018,https://openalex.org/A5038303490,Laura Devendorf,last,2012.0,74.0,2492.0,31.0,44.0,6.0,Senior
https://openalex.org/W2796034586,Design Within a Patriarchal Society: Opportunities and Challenges in Designing for Rural Women in Bangladesh,CHI,2018,https://openalex.org/A5103026409,Sharifa Sultana,first,2018.0,67.0,755.0,14.0,17.0,0.0,Junior
https://openalex.org/W2796034586,Design Within a Patriarchal Society: Opportunities and Challenges in Designing for Rural Women in Bangladesh,CHI,2018,https://openalex.org/A5037702709,François Guimbretière,middle,1999.0,132.0,6112.0,45.0,87.0,19.0,Senior
https://openalex.org/W2796034586,Design Within a Patriarchal Society: Opportunities and Challenges in Designing for Rural Women in Bangladesh,CHI,2018,https://openalex.org/A5059066123,Phoebe Sengers,middle,1995.0,115.0,9272.0,42.0,80.0,23.0,Senior
https://openalex.org/W2796034586,Design Within a Patriarchal Society: Opportunities and Challenges in Designing for Rural Women in Bangladesh,CHI,2018,https://openalex.org/A5057564242,Nicola Dell,last,2010.0,122.0,4618.0,34.0,80.0,8.0,Senior
https://openalex.org/W2795953912,Hoarding and Minimalism: Tendencies in Digital Data Preservation,CHI,2018,https://openalex.org/A5043350857,Francesco Vitale,first,1939.0,558.0,10265.0,53.0,200.0,79.0,Senior
https://openalex.org/W2795953912,Hoarding and Minimalism: Tendencies in Digital Data Preservation,CHI,2018,https://openalex.org/A5091174431,Izabelle Janzen,middle,2016.0,5.0,95.0,3.0,2.0,2.0,Junior
https://openalex.org/W2795953912,Hoarding and Minimalism: Tendencies in Digital Data Preservation,CHI,2018,https://openalex.org/A5016459516,Joanna McGrenere,last,1996.0,153.0,4600.0,37.0,86.0,22.0,Senior
https://openalex.org/W2796058046,Extending Manual Drawing Practices with Artist-Centric Programming Tools,CHI,2018,https://openalex.org/A5058644728,Jennifer Jacobs,first,1976.0,101.0,953.0,17.0,25.0,42.0,Senior
https://openalex.org/W2796058046,Extending Manual Drawing Practices with Artist-Centric Programming Tools,CHI,2018,https://openalex.org/A5023292508,Joel Brandt,middle,2004.0,57.0,2830.0,25.0,25.0,14.0,Senior
https://openalex.org/W2796058046,Extending Manual Drawing Practices with Artist-Centric Programming Tools,CHI,2018,https://openalex.org/A5060956547,Radomír Měch,middle,1994.0,107.0,7068.0,41.0,71.0,24.0,Senior
https://openalex.org/W2796058046,Extending Manual Drawing Practices with Artist-Centric Programming Tools,CHI,2018,https://openalex.org/A5111684967,Mitchel Resnick,last,1967.0,131.0,17262.0,52.0,83.0,51.0,Senior
https://openalex.org/W2897496397,Relevance estimation with multiple information sources on search engine result pages,CIKM,2018,https://openalex.org/A5100648252,Junqi Zhang,first,2004.0,35.0,721.0,12.0,13.0,14.0,Senior
https://openalex.org/W2897496397,Relevance estimation with multiple information sources on search engine result pages,CIKM,2018,https://openalex.org/A5100668121,Yiqun Liu,middle,2001.0,496.0,10265.0,52.0,197.0,17.0,Senior
https://openalex.org/W2897496397,Relevance estimation with multiple information sources on search engine result pages,CIKM,2018,https://openalex.org/A5100760812,Shaoping Ma,middle,1992.0,469.0,10833.0,52.0,188.0,26.0,Senior
https://openalex.org/W2897496397,Relevance estimation with multiple information sources on search engine result pages,CIKM,2018,https://openalex.org/A5111504451,Qi Tian,last,1993.0,665.0,22154.0,71.0,322.0,25.0,Senior
https://openalex.org/W2798512429,Taskonomy: Disentangling Task Transfer Learning,CVPR,2018,https://openalex.org/A5023178110,Amir Zamir,first,2010.0,89.0,8106.0,30.0,48.0,8.0,Senior
https://openalex.org/W2798512429,Taskonomy: Disentangling Task Transfer Learning,CVPR,2018,https://openalex.org/A5007556540,Alexander F. Sax,middle,1982.0,94.0,2970.0,26.0,56.0,36.0,Senior
https://openalex.org/W2798512429,Taskonomy: Disentangling Task Transfer Learning,CVPR,2018,https://openalex.org/A5112905724,William Shen,middle,,,,,,,
https://openalex.org/W2798512429,Taskonomy: Disentangling Task Transfer Learning,CVPR,2018,https://openalex.org/A5065368881,Leonidas Guibas,middle,1976.0,886.0,84270.0,120.0,526.0,42.0,Senior
https://openalex.org/W2798512429,Taskonomy: Disentangling Task Transfer Learning,CVPR,2018,https://openalex.org/A5001594573,Jitendra Malik,middle,1982.0,661.0,168165.0,144.0,401.0,36.0,Senior
https://openalex.org/W2798512429,Taskonomy: Disentangling Task Transfer Learning,CVPR,2018,https://openalex.org/A5042646536,Silvio Savarese,last,2002.0,524.0,42190.0,95.0,272.0,16.0,Senior
https://openalex.org/W2963124215,Classical Verification of Quantum Computation,FOCS,2018,https://openalex.org/A5011207998,Urmila Mahadev,first,2014.0,12.0,321.0,6.0,3.0,4.0,Junior
https://openalex.org/W2787022562,Pseudorandom Sets in Grassmann Graph have Near-Perfect Expansion,FOCS,2018,https://openalex.org/A5112345861,Khot Subhash,first,2018.0,1.0,72.0,1.0,1.0,0.0,Junior
https://openalex.org/W2787022562,Pseudorandom Sets in Grassmann Graph have Near-Perfect Expansion,FOCS,2018,https://openalex.org/A5063520549,Dor Minzer,middle,2015.0,111.0,448.0,11.0,12.0,3.0,Junior
https://openalex.org/W2787022562,Pseudorandom Sets in Grassmann Graph have Near-Perfect Expansion,FOCS,2018,https://openalex.org/A5007318528,Muli Safra,last,1985.0,104.0,7351.0,37.0,59.0,33.0,Senior
https://openalex.org/W2899462170,The Impact of Regular Expression Denial of Service (ReDoS) in Practice: An Empirical Study at the Ecosystem Scale,FSE,2018,https://openalex.org/A5013948143,James C. Davis,first,1962.0,191.0,1084.0,19.0,32.0,56.0,Senior
https://openalex.org/W2899462170,The Impact of Regular Expression Denial of Service (ReDoS) in Practice: An Empirical Study at the Ecosystem Scale,FSE,2018,https://openalex.org/A5068145628,Christy A. Coghlan,middle,2018.0,7.0,162.0,4.0,2.0,0.0,Junior
