conference,year,source_id,source_name,source_type,tier_used,n_votes,match_score,needs_manual_review
SODA,2010,,,,,0,,True
SODA,2011,https://openalex.org/S137348503,ACM Transactions on Algorithms,journal,1.0,1,,False
SODA,2012,https://openalex.org/S118992489,Journal of the ACM,journal,1.0,1,,False
SODA,2013,https://openalex.org/S4306401983,Research at the University of Copenhagen (University of Copenhagen),repository,1.0,1,,False
SODA,2014,https://openalex.org/S118992489,Journal of the ACM,journal,1.0,2,,False
SODA,2015,,,,,0,,True
SODA,2016,https://openalex.org/S137348503,ACM Transactions on Algorithms,journal,1.0,1,,False
SODA,2017,https://openalex.org/S4306420974,Symposium on Discrete Algorithms,conference,1.0,1,,False
SODA,2018,https://openalex.org/S162708223,Atmospheric chemistry and physics,journal,1.0,2,,False
SOSP,2001,,,,,0,,True
SOSP,2003,https://openalex.org/S50071195,ACM SIGOPS Operating Systems Review,journal,1.0,2,,False
SOSP,2005,https://openalex.org/S50071195,ACM SIGOPS Operating Systems Review,journal,1.0,2,,False
SOSP,2007,https://openalex.org/S193109227,ACM Transactions on Computer Systems,journal,1.0,2,,False
SOSP,2009,https://openalex.org/S4377196481,UNSWorks (UNSW Sydney),repository,1.0,1,,False
SOSP,2011,https://openalex.org/S162176842,BioMedical Engineering OnLine,journal,1.0,2,,False
SOSP,2013,https://openalex.org/S4306400425,DSpace@MIT (Massachusetts Institute of Technology),repository,1.0,1,,False
SOSP,2015,https://openalex.org/S193109227,ACM Transactions on Computer Systems,journal,1.0,2,,False
SOSP,2017,https://openalex.org/S4306400194,arXiv (Cornell University),repository,1.0,2,,False
STOC,2003,,,,,0,,True
STOC,2004,https://openalex.org/S118992489,Journal of the ACM,journal,1.0,1,,False
STOC,2005,https://openalex.org/S11189987,Electronic colloquium on computational complexity,journal,1.0,1,,False
STOC,2006,https://openalex.org/S118992489,Journal of the ACM,journal,1.0,1,,False
STOC,2007,https://openalex.org/S118992489,Journal of the ACM,journal,1.0,1,,False
STOC,2008,,,,,0,,True
STOC,2009,,,,,0,,True
STOC,2010,https://openalex.org/S7407052290,National University of Singapore,repository,1.0,2,,False
STOC,2011,https://openalex.org/S4306400425,DSpace@MIT (Massachusetts Institute of Technology),repository,1.0,1,,False
STOC,2012,https://openalex.org/S4306400088,UvA-DARE (University of Amsterdam),repository,1.0,1,,False
STOC,2013,https://openalex.org/S118992489,Journal of the ACM,journal,1.0,1,,False
STOC,2014,,,,,0,,True
STOC,2015,,,,,0,,True
STOC,2016,https://openalex.org/S45918994,Annals of Mathematics,journal,1.0,2,,False
STOC,2017,https://openalex.org/S4306509107,Electron. Colloquium Comput. Complex.,journal,1.0,3,,False
STOC,2018,https://openalex.org/S4306400050,London School of Economics and Political Science Theses Online (London School of Economics and Political Science),repository,1.0,1,,False
UIST,2000,,,,,0,,True
UIST,2001,,,,,0,,True
UIST,2002,,,,,0,,True
UIST,2003,,,,,0,,True
UIST,2004,https://openalex.org/S137146891,Laboratory Investigation,journal,1.0,1,,False
UIST,2005,,,,,0,,True
UIST,2006,,,,,0,,True
UIST,2007,,,,,0,,True
UIST,2008,,,,,0,,True
UIST,2009,,,,,0,,True
UIST,2010,https://openalex.org/S4210172555,Journal of International Crisis and Risk Communication Research,journal,1.0,1,,False
UIST,2011,,,,,0,,True
UIST,2012,,,,,0,,True
UIST,2013,https://openalex.org/S4306400425,DSpace@MIT (Massachusetts Institute of Technology),repository,1.0,1,,False
UIST,2014,,,,,0,,True
UIST,2015,https://openalex.org/S4306402591,Edinburgh Napier Research Repository (Edinburgh Napier University),repository,1.0,2,,False
UIST,2016,https://openalex.org/S4306400425,DSpace@MIT (Massachusetts Institute of Technology),repository,1.0,3,,False
UIST,2017,https://openalex.org/S4306400194,arXiv (Cornell University),repository,1.0,1,,False
UIST,2018,https://openalex.org/S4210197018,View,journal,1.0,1,,False
VLDB,2001,https://openalex.org/S4306400487,Infoscience (Ecole Polytechnique Fédérale de Lausanne),repository,1.0,1,,False
VLDB,2004,https://openalex.org/S4306463230,Elsevier eBooks,ebook platform,1.0,1,,False
VLDB,2005,https://openalex.org/S4306421142,Very Large Data Bases,conference,1.0,1,,False
VLDB,2006,https://openalex.org/S4306421142,Very Large Data Bases,conference,1.0,1,,False
VLDB,2007,,,,,0,,True
VLDB,2008,https://openalex.org/S106296714,Lecture notes in computer science,book series,1.0,2,,False
VLDB,2009,https://openalex.org/S78926909,The VLDB Journal,journal,1.0,1,,False
VLDB,2010,https://openalex.org/S78926909,The VLDB Journal,journal,1.0,1,,False
VLDB,2011,https://openalex.org/S78926909,The VLDB Journal,journal,1.0,1,,False
VLDB,2012,https://openalex.org/S78926909,The VLDB Journal,journal,1.0,1,,False
VLDB,2013,https://openalex.org/S4210226185,Proceedings of the VLDB Endowment,journal,1.0,1,,False
VLDB,2014,https://openalex.org/S4210226185,Proceedings of the VLDB Endowment,journal,1.0,3,,False
VLDB,2015,https://openalex.org/S4210226185,Proceedings of the VLDB Endowment,journal,1.0,1,,False
VLDB,2016,https://openalex.org/S78926909,The VLDB Journal,journal,1.0,1,,False
VLDB,2017,https://openalex.org/S4210226185,Proceedings of the VLDB Endowment,journal,1.0,1,,False
VLDB,2018,https://openalex.org/S2595095599,Frontiers in Robotics and AI,journal,1.0,1,,False
WWW,2000,https://openalex.org/S63392143,Computer Networks,journal,1.0,1,,False
WWW,2001,,,,,0,,True
WWW,2002,,,,,0,,True
WWW,2003,https://openalex.org/S2737205702,Journal of Bioresource Management,journal,1.0,1,,False
WWW,2004,,,,,0,,True
WWW,2005,,,,,0,,True
WWW,2006,,,,,0,,True
WWW,2007,https://openalex.org/S103482838,Communications of the ACM,journal,1.0,1,,False
WWW,2008,,,,,0,,True
WWW,2009,https://openalex.org/S4306401596,King Abdullah University of Science and Technology Repository (King Abdullah University of Science and Technology),repository,1.0,1,,False
WWW,2010,,,,,0,,True
WWW,2011,,,,,0,,True
WWW,2012,https://openalex.org/S4306481413,Universidad de Chile,repository,1.0,1,,False
WWW,2013,,,,,0,,True
WWW,2014,https://openalex.org/S4377196680,IT University Of Copenhagen (IT University of Copenhagen),repository,1.0,1,,False
WWW,2015,https://openalex.org/S4306400194,arXiv (Cornell University),repository,1.0,1,,False
WWW,2016,,,,,0,,True
WWW,2018,,,,,0,,True
