conference,year,title,authors,pages,dblp_row_id,match_score,title_score,year_score,author_overlap,match_status,candidate_rank,openalex_id,openalex_doi,openalex_title,openalex_publication_date,openalex_publication_year,openalex_cited_by_count,openalex_primary_source,openalex_type,openalex_authorships,error
AAAI,2000,A Conjunctive Query Language for Description Logic Aboxes.,Ian Horrocks; Sergio Tessaris,399-404,DBLP_0000061,1.0,1.0,1.0,1.0,matched,1.0,https://openalex.org/W1652966692,,A Conjunctive Query Language for Description Logic Aboxes,2000-07-30,2000.0,105.0,,article,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5060350556"", ""display_name"": ""Ian Horrocks"", ""orcid"": ""https://orcid.org/0000-0002-2685-7462""}, ""institutions"": [{""id"": ""https://openalex.org/I28407311"", ""display_name"": ""University of Manchester"", ""ror"": ""https://ror.org/027m9bs27"", ""country_code"": ""GB"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I28407311""]}], ""countries"": [""GB""], ""is_corresponding"": false, ""raw_author_name"": ""Ian Horrocks"", ""raw_affiliation_strings"": [""University of Manchester ""], ""raw_orcid"": ""https://orcid.org/0000-0002-2685-7462"", ""affiliations"": [{""raw_affiliation_string"": ""University of Manchester "", ""institution_ids"": [""https://openalex.org/I28407311""]}]}, {""author_position"": ""last"", ""author"": {""id"": ""https://openalex.org/A5010134911"", ""display_name"": ""Sergio Tessaris"", ""orcid"": ""https://orcid.org/0000-0002-3156-2669""}, ""institutions"": [{""id"": ""https://openalex.org/I28407311"", ""display_name"": ""University of Manchester"", ""ror"": ""https://ror.org/027m9bs27"", ""country_code"": ""GB"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I28407311""]}], ""countries"": [""GB""], ""is_corresponding"": false, ""raw_author_name"": ""Sergio Tessaris"", ""raw_affiliation_strings"": [""University of Manchester ""], ""raw_orcid"": ""https://orcid.org/0000-0002-3156-2669"", ""affiliations"": [{""raw_affiliation_string"": ""University of Manchester "", ""institution_ids"": [""https://openalex.org/I28407311""]}]}]",
AAAI,2000,A Flexible Framework for Defeasible Logics.,Grigoris Antoniou; David Billington; Guido Governatori; Michael J. Maher,405-410,DBLP_0000062,0.98,1.0,1.0,0.75,matched,1.0,https://openalex.org/W1637985016,https://doi.org/10.48550/arxiv.cs/0003013,A flexible framework for defeasible logics,2000-03-07,2000.0,110.0,arXiv (Cornell University),article,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5018289832"", ""display_name"": ""Grigoris Antoniou"", ""orcid"": ""https://orcid.org/0000-0003-3673-6602""}, ""institutions"": [], ""countries"": [], ""is_corresponding"": false, ""raw_author_name"": ""Antoniou, G."", ""raw_affiliation_strings"": [], ""raw_orcid"": null, ""affiliations"": []}, {""author_position"": ""middle"", ""author"": {""id"": null, ""display_name"": ""Billigton, D."", ""orcid"": null}, ""institutions"": [], ""countries"": [], ""is_corresponding"": false, ""raw_author_name"": ""Billigton, D."", ""raw_affiliation_strings"": [], ""raw_orcid"": null, ""affiliations"": []}, {""author_position"": ""middle"", ""author"": {""id"": ""https://openalex.org/A5058360953"", ""display_name"": ""Guido Governatori"", ""orcid"": ""https://orcid.org/0000-0002-9878-2762""}, ""institutions"": [], ""countries"": [], ""is_corresponding"": false, ""raw_author_name"": ""Governatori, G."", ""raw_affiliation_strings"": [], ""raw_orcid"": null, ""affiliations"": []}, {""author_position"": ""last"", ""author"": {""id"": ""https://openalex.org/A5055569573"", ""display_name"": ""Michael J. Maher"", ""orcid"": ""https://orcid.org/0000-0002-1868-2113""}, ""institutions"": [], ""countries"": [], ""is_corresponding"": false, ""raw_author_name"": ""Maher, M. J."", ""raw_affiliation_strings"": [], ""raw_orcid"": null, ""affiliations"": []}]",
AAAI,2000,Towards a Logic-Based Theory of Argumentation.,Philippe Besnard; Anthony Hunter,411-416,DBLP_0000063,1.0,1.0,1.0,1.0,matched,1.0,https://openalex.org/W1793151874,,Towards a Logic-Based Theory of Argumentation,2000-07-30,2000.0,14.0,,article,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5033529457"", ""display_name"": ""Philippe Besnard"", ""orcid"": ""https://orcid.org/0000-0002-3702-5709""}, ""institutions"": [], ""countries"": [], ""is_corresponding"": false, ""raw_author_name"": ""Philippe Besnard"", ""raw_affiliation_strings"": [], ""raw_orcid"": ""https://orcid.org/0000-0002-3702-5709"", ""affiliations"": []}, {""author_position"": ""last"", ""author"": {""id"": ""https://openalex.org/A5019854432"", ""display_name"": ""Anthony Hunter"", ""orcid"": ""https://orcid.org/0000-0001-5602-7446""}, ""institutions"": [], ""countries"": [], ""is_corresponding"": false, ""raw_author_name"": ""Anthony Hunter"", ""raw_affiliation_strings"": [], ""raw_orcid"": ""https://orcid.org/0000-0001-5602-7446"", ""affiliations"": []}]",
AAAI,2000,Solving Advanced Reasoning Tasks Using Quantified Boolean Formulas.,Uwe Egly; Thomas Eiter; Hans Tompits; Stefan Woltran,417-422,DBLP_0000064,1.0,1.0,1.0,1.0,matched,1.0,https://openalex.org/W1541340697,,Solving Advanced Reasoning Tasks Using Quantified Boolean Formulas,2000-07-30,2000.0,107.0,,article,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5065693180"", ""display_name"": ""Uwe Egly"", ""orcid"": null}, ""institutions"": [{""id"": ""https://openalex.org/I145847075"", ""display_name"": ""TU Wien"", ""ror"": ""https://ror.org/04d836q62"", ""country_code"": ""AT"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I145847075""]}], ""countries"": [""AT""], ""is_corresponding"": false, ""raw_author_name"": ""Uwe Egly"", ""raw_affiliation_strings"": [""Vienna University of Technology""], ""raw_orcid"": null, ""affiliations"": [{""raw_affiliation_string"": ""Vienna University of Technology"", ""institution_ids"": [""https://openalex.org/I145847075""]}]}, {""author_position"": ""middle"", ""author"": {""id"": ""https://openalex.org/A5082178480"", ""display_name"": ""Thomas Eiter"", ""orcid"": ""https://orcid.org/0000-0001-6003-6345""}, ""institutions"": [{""id"": ""https://openalex.org/I145847075"", ""display_name"": ""TU Wien"", ""ror"": ""https://ror.org/04d836q62"", ""country_code"": ""AT"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I145847075""]}], ""countries"": [""AT""], ""is_corresponding"": false, ""raw_author_name"": ""Thomas Eiter"", ""raw_affiliation_strings"": [""Vienna University of Technology""], ""raw_orcid"": ""https://orcid.org/0000-0001-6003-6345"", ""affiliations"": [{""raw_affiliation_string"": ""Vienna University of Technology"", ""institution_ids"": [""https://openalex.org/I145847075""]}]}, {""author_position"": ""middle"", ""author"": {""id"": ""https://openalex.org/A5073662063"", ""display_name"": ""Hans Tompits"", ""orcid"": ""https://orcid.org/0000-0001-5673-2460""}, ""institutions"": [{""id"": ""https://openalex.org/I145847075"", ""display_name"": ""TU Wien"", ""ror"": ""https://ror.org/04d836q62"", ""country_code"": ""AT"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I145847075""]}], ""countries"": [""AT""], ""is_corresponding"": false, ""raw_author_name"": ""Hans Tompits"", ""raw_affiliation_strings"": [""Vienna University of Technology""], ""raw_orcid"": ""https://orcid.org/0000-0001-5673-2460"", ""affiliations"": [{""raw_affiliation_string"": ""Vienna University of Technology"", ""institution_ids"": [""https://openalex.org/I145847075""]}]}, {""author_position"": ""last"", ""author"": {""id"": ""https://openalex.org/A5006053030"", ""display_name"": ""Stefan Woltran"", ""orcid"": ""https://orcid.org/0000-0003-1594-8972""}, ""institutions"": [{""id"": ""https://openalex.org/I145847075"", ""display_name"": ""TU Wien"", ""ror"": ""https://ror.org/04d836q62"", ""country_code"": ""AT"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I145847075""]}], ""countries"": [""AT""], ""is_corresponding"": false, ""raw_author_name"": ""Stefan Woltran"", ""raw_affiliation_strings"": [""Vienna University of Technology""], ""raw_orcid"": ""https://orcid.org/0000-0003-1594-8972"", ""affiliations"": [{""raw_affiliation_string"": ""Vienna University of Technology"", ""institution_ids"": [""https://openalex.org/I145847075""]}]}]",
AAAI,2000,Computing Circumscriptive Databases by Integer Programming: Revisited.,Ken Satoh; Hidenori Okamoto,429-435,DBLP_0000066,1.0,1.0,1.0,1.0,matched,1.0,https://openalex.org/W1607457686,,Computing Circumscriptive Databases by Integer Programming: Revisited,2000-07-30,2000.0,2.0,,article,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5113451385"", ""display_name"": ""Ken Satoh"", ""orcid"": null}, ""institutions"": [{""id"": ""https://openalex.org/I205349734"", ""display_name"": ""Hokkaido University"", ""ror"": ""https://ror.org/02e16g702"", ""country_code"": ""JP"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I205349734""]}], ""countries"": [""JP""], ""is_corresponding"": false, ""raw_author_name"": ""Ken Satoh"", ""raw_affiliation_strings"": [""Hokkaido University""], ""raw_orcid"": null, ""affiliations"": [{""raw_affiliation_string"": ""Hokkaido University"", ""institution_ids"": [""https://openalex.org/I205349734""]}]}, {""author_position"": ""last"", ""author"": {""id"": ""https://openalex.org/A5026451841"", ""display_name"": ""Hidenori Okamoto"", ""orcid"": null}, ""institutions"": [], ""countries"": [], ""is_corresponding"": false, ""raw_author_name"": ""Hidenori Okamoto"", ""raw_affiliation_strings"": [], ""raw_orcid"": null, ""affiliations"": []}]",
AAAI,2000,Using Prior Knowledge: Problems and Solutions.,Vinay K. Chaudhri; Mark E. Stickel; Jérôme Thoméré; Richard J. Waldinger,436-442,DBLP_0000067,1.0,1.0,1.0,1.0,matched,1.0,https://openalex.org/W1525313976,,Using Prior Knowledge: Problems and Solutions,2000-07-30,2000.0,14.0,,article,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5021474475"", ""display_name"": ""Vinay K. Chaudhri"", ""orcid"": ""https://orcid.org/0000-0002-1363-645X""}, ""institutions"": [], ""countries"": [], ""is_corresponding"": false, ""raw_author_name"": ""Vinay K. Chaudhri"", ""raw_affiliation_strings"": [], ""raw_orcid"": null, ""affiliations"": []}, {""author_position"": ""middle"", ""author"": {""id"": ""https://openalex.org/A5111628517"", ""display_name"": ""Mark E. Stickel"", ""orcid"": null}, ""institutions"": [], ""countries"": [], ""is_corresponding"": false, ""raw_author_name"": ""Mark E. Stickel"", ""raw_affiliation_strings"": [], ""raw_orcid"": null, ""affiliations"": []}, {""author_position"": ""middle"", ""author"": {""id"": ""https://openalex.org/A5085513540"", ""display_name"": ""Jérôme Thoméré"", ""orcid"": null}, ""institutions"": [], ""countries"": [], ""is_corresponding"": false, ""raw_author_name"": ""Jérôme Thoméré"", ""raw_affiliation_strings"": [], ""raw_orcid"": null, ""affiliations"": []}, {""author_position"": ""last"", ""author"": {""id"": ""https://openalex.org/A5048556134"", ""display_name"": ""Richard Waldinger"", ""orcid"": null}, ""institutions"": [{""id"": ""https://openalex.org/I1298353152"", ""display_name"": ""SRI International"", ""ror"": ""https://ror.org/05s570m15"", ""country_code"": ""US"", ""type"": ""nonprofit"", ""lineage"": [""https://openalex.org/I1298353152""]}], ""countries"": [""US""], ""is_corresponding"": false, ""raw_author_name"": ""Richard Waldinger"", ""raw_affiliation_strings"": [""SRI, International;""], ""raw_orcid"": null, ""affiliations"": [{""raw_affiliation_string"": ""SRI, International;"", ""institution_ids"": [""https://openalex.org/I1298353152""]}]}]",
AAAI,2000,Dynamic Ontologies on the Web.,Jeff Heflin; James A. Hendler,443-449,DBLP_0000068,1.0,1.0,1.0,1.0,matched,1.0,https://openalex.org/W2146751989,https://doi.org/10.21236/ada440528,Dynamic Ontologies on the Web,2000-01-01,2000.0,306.0,,report,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5065113414"", ""display_name"": ""Jeff Heflin"", ""orcid"": ""https://orcid.org/0000-0002-7290-1495""}, ""institutions"": [], ""countries"": [], ""is_corresponding"": false, ""raw_author_name"": ""Jeff Heflin"", ""raw_affiliation_strings"": [], ""raw_orcid"": null, ""affiliations"": []}, {""author_position"": ""last"", ""author"": {""id"": ""https://openalex.org/A5010414972"", ""display_name"": ""James Hendler"", ""orcid"": ""https://orcid.org/0000-0003-3056-1960""}, ""institutions"": [{""id"": ""https://openalex.org/I66946132"", ""display_name"": ""University of Maryland, College Park"", ""ror"": ""https://ror.org/047s2c258"", ""country_code"": ""US"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I66946132""]}], ""countries"": [""US""], ""is_corresponding"": false, ""raw_author_name"": ""James Hendler"", ""raw_affiliation_strings"": [""University of Maryland, College Park""], ""raw_orcid"": null, ""affiliations"": [{""raw_affiliation_string"": ""University of Maryland, College Park"", ""institution_ids"": [""https://openalex.org/I66946132""]}]}]",
AAAI,2000,PROMPT: Algorithm and Tool for Automated Ontology Merging and Alignment.,Natalya Fridman Noy; Mark A. Musen,450-455,DBLP_0000069,1.0,1.0,1.0,1.0,matched,1.0,https://openalex.org/W1600475986,,PROMPT: Algorithm and Tool for Automated Ontology Merging and Alignment,2000-07-30,2000.0,966.0,,article,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5111383811"", ""display_name"": ""Natalya F. Noy"", ""orcid"": null}, ""institutions"": [], ""countries"": [], ""is_corresponding"": false, ""raw_author_name"": ""Natalya F. Noy"", ""raw_affiliation_strings"": [], ""raw_orcid"": null, ""affiliations"": []}, {""author_position"": ""last"", ""author"": {""id"": ""https://openalex.org/A5009128820"", ""display_name"": ""Mark A. Musen"", ""orcid"": ""https://orcid.org/0000-0003-3325-793X""}, ""institutions"": [], ""countries"": [], ""is_corresponding"": false, ""raw_author_name"": ""Mark A. Musen"", ""raw_affiliation_strings"": [], ""raw_orcid"": null, ""affiliations"": []}]",
AAAI,2000,(De)Composition of Situation Calculus Theories.,Eyal Amir,456-463,DBLP_0000070,1.0,1.0,1.0,1.0,matched,1.0,https://openalex.org/W2154900313,,De)Composition of Situation Calculus Theories,2000-07-30,2000.0,23.0,National Conference on Artificial Intelligence,article,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5109409885"", ""display_name"": ""Eyal Amir"", ""orcid"": null}, ""institutions"": [{""id"": ""https://openalex.org/I97018004"", ""display_name"": ""Stanford University"", ""ror"": ""https://ror.org/00f54p054"", ""country_code"": ""US"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I97018004""]}], ""countries"": [""US""], ""is_corresponding"": true, ""raw_author_name"": ""Eyal Amir"", ""raw_affiliation_strings"": [""Stanford University ()""], ""affiliations"": [{""raw_affiliation_string"": ""Stanford University ()"", ""institution_ids"": [""https://openalex.org/I97018004""]}]}]",
AAAI,2000,Disjunctive Temporal Reasoning in Partially Ordered Models of Time.,Mathias Broxvall; Peter Jonsson,464-469,DBLP_0000071,1.0,1.0,1.0,1.0,matched,1.0,https://openalex.org/W17071868,https://doi.org/10.2134/jeq2006.0109,Disjunctive Temporal Reasoning in Partially Ordered Models of Time,2000-07-30,2000.0,11.0,National Conference on Artificial Intelligence,article,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5062991260"", ""display_name"": ""Mathias Broxvall"", ""orcid"": null}, ""institutions"": [{""id"": ""https://openalex.org/I102134673"", ""display_name"": ""Linköping University"", ""ror"": ""https://ror.org/05ynxx418"", ""country_code"": ""SE"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I102134673""]}], ""countries"": [""SE""], ""is_corresponding"": false, ""raw_author_name"": ""Mathias Broxvall"", ""raw_affiliation_strings"": [""Linköping University,#TAB#""], ""raw_orcid"": null, ""affiliations"": [{""raw_affiliation_string"": ""Linköping University,#TAB#"", ""institution_ids"": [""https://openalex.org/I102134673""]}]}, {""author_position"": ""last"", ""author"": {""id"": ""https://openalex.org/A5101920004"", ""display_name"": ""Peter Jönsson"", ""orcid"": ""https://orcid.org/0000-0002-5288-3330""}, ""institutions"": [{""id"": ""https://openalex.org/I102134673"", ""display_name"": ""Linköping University"", ""ror"": ""https://ror.org/05ynxx418"", ""country_code"": ""SE"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I102134673""]}], ""countries"": [""SE""], ""is_corresponding"": false, ""raw_author_name"": ""Peter Jönsson"", ""raw_affiliation_strings"": [""Linköping University,#TAB#""], ""raw_orcid"": ""https://orcid.org/0000-0002-5288-3330"", ""affiliations"": [{""raw_affiliation_string"": ""Linköping University,#TAB#"", ""institution_ids"": [""https://openalex.org/I102134673""]}]}]",
AAAI,2000,An Interval Algebra for Indeterminate Time.,Wes Cowley; Dimitris Plexousakis,470-475,DBLP_0000072,1.0,1.0,1.0,1.0,matched,1.0,https://openalex.org/W2120794,,An Interval Algebra for Indeterminate Time,2000-07-30,2000.0,4.0,National Conference on Artificial Intelligence,article,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5079727105"", ""display_name"": ""Wes Cowley"", ""orcid"": null}, ""institutions"": [{""id"": ""https://openalex.org/I1321014770"", ""display_name"": ""Association for Computing Machinery"", ""ror"": ""https://ror.org/03wsadn68"", ""country_code"": ""US"", ""type"": ""nonprofit"", ""lineage"": [""https://openalex.org/I1321014770""]}], ""countries"": [""US""], ""is_corresponding"": false, ""raw_author_name"": ""Wes Cowley"", ""raw_affiliation_strings"": [""Association For Computing Machinery""], ""raw_orcid"": null, ""affiliations"": [{""raw_affiliation_string"": ""Association For Computing Machinery"", ""institution_ids"": [""https://openalex.org/I1321014770""]}]}, {""author_position"": ""last"", ""author"": {""id"": ""https://openalex.org/A5004081767"", ""display_name"": ""Dimitris Plexousakis"", ""orcid"": ""https://orcid.org/0000-0002-0863-8266""}, ""institutions"": [], ""countries"": [], ""is_corresponding"": false, ""raw_author_name"": ""Dimitris Plexousakis"", ""raw_affiliation_strings"": [], ""raw_orcid"": ""https://orcid.org/0000-0002-0863-8266"", ""affiliations"": []}]",
AAAI,2000,cc-Golog: Towards More Realistic Logic-Based Robot Controllers.,Henrik Grosskreutz; Gerhard Lakemeyer,476-482,DBLP_0000073,0.96,1.0,1.0,0.5,matched,1.0,https://openalex.org/W1641450835,https://doi.org/10.48550/arxiv.cs/0003032,cc-Golog: Towards More Realistic Logic-Based Robot Controllers,2000-03-08,2000.0,30.0,arXiv (Cornell University),article,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5020265900"", ""display_name"": ""Henrik Großkreutz"", ""orcid"": null}, ""institutions"": [{""id"": ""https://openalex.org/I887968799"", ""display_name"": ""RWTH Aachen University"", ""ror"": ""https://ror.org/04xfq0f34"", ""country_code"": ""DE"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I887968799""]}], ""countries"": [""DE""], ""is_corresponding"": false, ""raw_author_name"": ""Grosskreutz, Henrik"", ""raw_affiliation_strings"": [""[Rwth Aachen University]""], ""raw_orcid"": null, ""affiliations"": [{""raw_affiliation_string"": ""[Rwth Aachen University]"", ""institution_ids"": [""https://openalex.org/I887968799""]}]}, {""author_position"": ""last"", ""author"": {""id"": ""https://openalex.org/A5005730180"", ""display_name"": ""Gerhard Lakemeyer"", ""orcid"": ""https://orcid.org/0000-0002-7363-7593""}, ""institutions"": [{""id"": ""https://openalex.org/I887968799"", ""display_name"": ""RWTH Aachen University"", ""ror"": ""https://ror.org/04xfq0f34"", ""country_code"": ""DE"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I887968799""]}], ""countries"": [""DE""], ""is_corresponding"": false, ""raw_author_name"": ""Lakemeyer, Gerhard"", ""raw_affiliation_strings"": [""[Rwth Aachen University]""], ""raw_orcid"": null, ""affiliations"": [{""raw_affiliation_string"": ""[Rwth Aachen University]"", ""institution_ids"": [""https://openalex.org/I887968799""]}]}]",
AAAI,2000,What Sensing Tells Us: Towards a Formal Theory of Testing for Dynamical Systems.,Sheila A. McIlraith; Richard B. Scherl,483-490,DBLP_0000074,1.0,1.0,1.0,1.0,matched,1.0,https://openalex.org/W1540580203,,What Sensing Tells Us: Towards a Formal Theory of Testing for Dynamical Systems,2000-07-30,2000.0,15.0,NASA Technical Reports Server (NASA),article,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5041982650"", ""display_name"": ""Sheila A. McIlraith"", ""orcid"": ""https://orcid.org/0000-0003-4953-0945""}, ""institutions"": [{""id"": ""https://openalex.org/I97018004"", ""display_name"": ""Stanford University"", ""ror"": ""https://ror.org/00f54p054"", ""country_code"": ""US"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I97018004""]}], ""countries"": [""US""], ""is_corresponding"": false, ""raw_author_name"": ""Sheila A. McIlraith"", ""raw_affiliation_strings"": [""Stanford University; Stanford, CA, United States""], ""raw_orcid"": ""https://orcid.org/0000-0003-4953-0945"", ""affiliations"": [{""raw_affiliation_string"": ""Stanford University; Stanford, CA, United States"", ""institution_ids"": [""https://openalex.org/I97018004""]}]}, {""author_position"": ""last"", ""author"": {""id"": ""https://openalex.org/A5000046519"", ""display_name"": ""Richard B. Scherl"", ""orcid"": null}, ""institutions"": [{""id"": ""https://openalex.org/I118118575"", ""display_name"": ""New Jersey Institute of Technology"", ""ror"": ""https://ror.org/05e74xb87"", ""country_code"": ""US"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I118118575""]}], ""countries"": [""US""], ""is_corresponding"": false, ""raw_author_name"": ""Richard B. Scherl"", ""raw_affiliation_strings"": [""New Jersey Inst. of Tech. Newark, NJ United States""], ""raw_orcid"": null, ""affiliations"": [{""raw_affiliation_string"": ""New Jersey Inst. of Tech. Newark, NJ United States"", ""institution_ids"": [""https://openalex.org/I118118575""]}]}]",
AAAI,2000,Execution of Temporal Plans with Uncertainty.,Paul H. Morris; Nicola Muscettola,491-496,DBLP_0000075,1.0,1.0,1.0,1.0,matched,1.0,https://openalex.org/W1575638943,,Execution of Temporal Plans with Uncertainty,2000-07-30,2000.0,48.0,,article,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5040859657"", ""display_name"": ""Paul Morris"", ""orcid"": ""https://orcid.org/0000-0003-0139-5262""}, ""institutions"": [], ""countries"": [], ""is_corresponding"": false, ""raw_author_name"": ""Paul Morris"", ""raw_affiliation_strings"": [], ""raw_orcid"": ""https://orcid.org/0000-0003-0139-5262"", ""affiliations"": []}, {""author_position"": ""last"", ""author"": {""id"": ""https://openalex.org/A5076949340"", ""display_name"": ""Nicola Muscettola"", ""orcid"": null}, ""institutions"": [], ""countries"": [], ""is_corresponding"": false, ""raw_author_name"": ""Nicola Muscettola"", ""raw_affiliation_strings"": [], ""raw_orcid"": null, ""affiliations"": []}]",
AAAI,2000,"Modeling Actions with Ramifications in Nondeterministic, Concurrent, and Continuous Domains - and a Case Study.",Michael Thielscher,497-502,DBLP_0000076,1.0,1.0,1.0,1.0,matched,1.0,https://openalex.org/W1629127596,,"Modeling Actions with Ramifications in Nondeterministic, Concurrent, and Continuous Domains - and a Case Study",2000-07-30,2000.0,14.0,,article,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5057895161"", ""display_name"": ""Michael Thielscher"", ""orcid"": ""https://orcid.org/0000-0003-0885-2702""}, ""institutions"": [{""id"": ""https://openalex.org/I4210165059"", ""display_name"": ""Hochschule für Technik und Wirtschaft Dresden – University of Applied Sciences"", ""ror"": ""https://ror.org/05q5pk319"", ""country_code"": ""DE"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I4210165059""]}, {""id"": ""https://openalex.org/I78650965"", ""display_name"": ""Technische Universität Dresden"", ""ror"": ""https://ror.org/042aqky30"", ""country_code"": ""DE"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I78650965""]}], ""countries"": [""DE""], ""is_corresponding"": true, ""raw_author_name"": ""Michael Thielscher"", ""raw_affiliation_strings"": [""Dresden Univ. of Technol""], ""raw_orcid"": ""https://orcid.org/0000-0003-0885-2702"", ""affiliations"": [{""raw_affiliation_string"": ""Dresden Univ. of Technol"", ""institution_ids"": [""https://openalex.org/I78650965"", ""https://openalex.org/I4210165059""]}]}]",
AAAI,2000,Describing Rigid Body Motions in a Qualitative Theory of Spatial Regions.,Brandon Bennett; Anthony G. Cohn; Paolo Torrini; Shyamanta M. Hazarika,503-509,DBLP_0000077,1.0,1.0,1.0,1.0,matched,1.0,https://openalex.org/W1586895675,,Describing Rigid Body Motions in a Qualitative Theory of Spatial Regions,2000-07-30,2000.0,32.0,,article,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5000685042"", ""display_name"": ""Brandon Bennett"", ""orcid"": ""https://orcid.org/0000-0001-5020-6478""}, ""institutions"": [{""id"": ""https://openalex.org/I130828816"", ""display_name"": ""University of Leeds"", ""ror"": ""https://ror.org/024mrxd33"", ""country_code"": ""GB"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I130828816""]}], ""countries"": [""GB""], ""is_corresponding"": false, ""raw_author_name"": ""Brandon Bennett"", ""raw_affiliation_strings"": [""(University of Leeds""], ""raw_orcid"": ""https://orcid.org/0000-0001-5020-6478"", ""affiliations"": [{""raw_affiliation_string"": ""(University of Leeds"", ""institution_ids"": [""https://openalex.org/I130828816""]}]}, {""author_position"": ""middle"", ""author"": {""id"": ""https://openalex.org/A5024409281"", ""display_name"": ""Anthony G. Cohn"", ""orcid"": ""https://orcid.org/0000-0002-7652-8907""}, ""institutions"": [], ""countries"": [], ""is_corresponding"": false, ""raw_author_name"": ""Anthony G. Cohn"", ""raw_affiliation_strings"": [], ""raw_orcid"": ""https://orcid.org/0000-0002-7652-8907"", ""affiliations"": []}, {""author_position"": ""middle"", ""author"": {""id"": ""https://openalex.org/A5069353768"", ""display_name"": ""Paolo Torrini"", ""orcid"": null}, ""institutions"": [], ""countries"": [], ""is_corresponding"": false, ""raw_author_name"": ""Paolo Torrini"", ""raw_affiliation_strings"": [], ""raw_orcid"": null, ""affiliations"": []}, {""author_position"": ""last"", ""author"": {""id"": ""https://openalex.org/A5083452335"", ""display_name"": ""Shyamanta M. Hazarika"", ""orcid"": ""https://orcid.org/0000-0003-4547-6013""}, ""institutions"": [], ""countries"": [], ""is_corresponding"": false, ""raw_author_name"": ""Shyamanta M. Hazarika"", ""raw_affiliation_strings"": [], ""raw_orcid"": ""https://orcid.org/0000-0003-4547-6013"", ""affiliations"": []}]",
AAAI,2000,GeoRep: A Flexible Tool for Spatial Representation of Line Drawings.,Ronald W. Ferguson; Kenneth D. Forbus,510-516,DBLP_0000078,1.0,1.0,1.0,1.0,matched,1.0,https://openalex.org/W2107193714,,GeoRep: A Flexible Tool for Spatial Representation of Line Drawings,2000-07-30,2000.0,56.0,,article,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5011307642"", ""display_name"": ""Ronald W. Ferguson"", ""orcid"": null}, ""institutions"": [], ""countries"": [], ""is_corresponding"": false, ""raw_author_name"": ""Ronald W. Ferguson"", ""raw_affiliation_strings"": [], ""raw_orcid"": null, ""affiliations"": []}, {""author_position"": ""last"", ""author"": {""id"": ""https://openalex.org/A5063358572"", ""display_name"": ""Kenneth D. Forbus"", ""orcid"": ""https://orcid.org/0000-0003-2067-5227""}, ""institutions"": [{""id"": ""https://openalex.org/I111979921"", ""display_name"": ""Northwestern University"", ""ror"": ""https://ror.org/000e0be47"", ""country_code"": ""US"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I111979921""]}], ""countries"": [""US""], ""is_corresponding"": false, ""raw_author_name"": ""Kenneth D. Forbus"", ""raw_affiliation_strings"": [""Northwestern University****""], ""raw_orcid"": ""https://orcid.org/0000-0003-2067-5227"", ""affiliations"": [{""raw_affiliation_string"": ""Northwestern University****"", ""institution_ids"": [""https://openalex.org/I111979921""]}]}]",
