openalex_paper_id,paper_title,conference,award_type,award_year,author_id,author_name,author_position,first_pub_year,total_works,total_cites,career_age,career_age_missing,is_junior
https://openalex.org/W1498404717,ePluribus : Ethnicity on Social Networks,ICWSM,Best Paper,2010,https://openalex.org/A5110383731,Cameron Marlow,last,1998.0,43.0,11104.0,12.0,False,False
https://openalex.org/W1490158239,The Social Dynamics of Economic Activity in a Virtual World,ICWSM,Best Paper,2010,https://openalex.org/A5006700143,Eytan Bakshy,first,2008.0,90.0,10114.0,2.0,False,True
https://openalex.org/W1490158239,The Social Dynamics of Economic Activity in a Virtual World,ICWSM,Best Paper,2010,https://openalex.org/A5103126723,M. D. Simmons,middle,1976.0,61.0,1057.0,34.0,False,False
https://openalex.org/W1490158239,The Social Dynamics of Economic Activity in a Virtual World,ICWSM,Best Paper,2010,https://openalex.org/A5073242709,David Huffaker,middle,1997.0,43.0,2298.0,13.0,False,False
https://openalex.org/W1490158239,The Social Dynamics of Economic Activity in a Virtual World,ICWSM,Best Paper,2010,https://openalex.org/A5055859083,Chun-Yuen Cheng,middle,2010.0,1.0,24.0,0.0,False,True
https://openalex.org/W1490158239,The Social Dynamics of Economic Activity in a Virtual World,ICWSM,Best Paper,2010,https://openalex.org/A5047847314,Lada A. Adamic,last,1998.0,156.0,28755.0,12.0,False,False
https://openalex.org/W1594207996,4chan and /b/: An Analysis of Anonymity and Ephemerality in a Large Online Community,ICWSM,Best Paper,2011,https://openalex.org/A5076189854,Michael S. Bernstein,first,1980.0,283.0,65512.0,31.0,False,False
https://openalex.org/W1594207996,4chan and /b/: An Analysis of Anonymity and Ephemerality in a Large Online Community,ICWSM,Best Paper,2011,https://openalex.org/A5013065278,Andrés Monroy‐Hernández,middle,2001.0,167.0,7272.0,10.0,False,False
https://openalex.org/W1594207996,4chan and /b/: An Analysis of Anonymity and Ephemerality in a Large Online Community,ICWSM,Best Paper,2011,https://openalex.org/A5057744915,Drew Harry,middle,1979.0,14.0,540.0,32.0,False,False
https://openalex.org/W1594207996,4chan and /b/: An Analysis of Anonymity and Ephemerality in a Large Online Community,ICWSM,Best Paper,2011,https://openalex.org/A5020382643,Paúl André,middle,1929.0,316.0,4058.0,82.0,False,False
https://openalex.org/W1594207996,4chan and /b/: An Analysis of Anonymity and Ephemerality in a Large Online Community,ICWSM,Best Paper,2011,https://openalex.org/A5020484324,Katrina Panovich,middle,2009.0,13.0,2222.0,2.0,False,True
https://openalex.org/W1594207996,4chan and /b/: An Analysis of Anonymity and Ephemerality in a Large Online Community,ICWSM,Best Paper,2011,https://openalex.org/A5052910635,Greg Vargas,last,2008.0,5.0,376.0,3.0,False,True
https://openalex.org/W2164061616,The Livehoods Project: Utilizing Social Media to Understand the Dynamics of a City,ICWSM,Best Paper,2012,https://openalex.org/A5035073270,Justin Cranshaw,first,2000.0,42.0,3089.0,12.0,False,False
https://openalex.org/W2164061616,The Livehoods Project: Utilizing Social Media to Understand the Dynamics of a City,ICWSM,Best Paper,2012,https://openalex.org/A5069280591,Raz Schwartz,middle,1977.0,22.0,1637.0,35.0,False,False
https://openalex.org/W2164061616,The Livehoods Project: Utilizing Social Media to Understand the Dynamics of a City,ICWSM,Best Paper,2012,https://openalex.org/A5090310268,Jason Hong,middle,1997.0,341.0,21006.0,15.0,False,False
https://openalex.org/W2164061616,The Livehoods Project: Utilizing Social Media to Understand the Dynamics of a City,ICWSM,Best Paper,2012,https://openalex.org/A5081563886,Norman Sadeh,last,1955.0,308.0,15589.0,57.0,False,False
https://openalex.org/W1814109117,The Emergence of Conventions in Online Social Networks,ICWSM,Best Paper,2012,https://openalex.org/A5077270335,Farshad Kooti,first,2012.0,25.0,1166.0,0.0,False,True
https://openalex.org/W1814109117,The Emergence of Conventions in Online Social Networks,ICWSM,Best Paper,2012,https://openalex.org/A5048974801,Haeryun Yang,middle,2010.0,2.0,85.0,2.0,False,True
https://openalex.org/W1814109117,The Emergence of Conventions in Online Social Networks,ICWSM,Best Paper,2012,https://openalex.org/A5061810530,Meeyoung Cha,middle,2004.0,297.0,15929.0,8.0,False,False
https://openalex.org/W1814109117,The Emergence of Conventions in Online Social Networks,ICWSM,Best Paper,2012,https://openalex.org/A5067688305,Krishna P. Gummadi,middle,2000.0,299.0,28054.0,12.0,False,False
https://openalex.org/W1814109117,The Emergence of Conventions in Online Social Networks,ICWSM,Best Paper,2012,https://openalex.org/A5078651528,Winter Mason,last,1973.0,74.0,7550.0,39.0,False,False
https://openalex.org/W2252849574,Booming Up the Long Tails: Discovering Potentially Contributive Users in Community-Based Question Answering Services,ICWSM,Best Paper,2013,https://openalex.org/A5082402515,Juyup Sung,first,2013.0,3.0,85.0,0.0,False,True
https://openalex.org/W2252849574,Booming Up the Long Tails: Discovering Potentially Contributive Users in Community-Based Question Answering Services,ICWSM,Best Paper,2013,https://openalex.org/A5101805827,Jae-Gil Lee,middle,1999.0,157.0,6081.0,14.0,False,False
https://openalex.org/W2252849574,Booming Up the Long Tails: Discovering Potentially Contributive Users in Community-Based Question Answering Services,ICWSM,Best Paper,2013,https://openalex.org/A5058987035,Uichin Lee,last,2005.0,259.0,8338.0,8.0,False,False
https://openalex.org/W1594182567,When Politicians Talk: Assessing Online Conversational Practices of Political Parties on Twitter,ICWSM,Best Paper,2014,https://openalex.org/A5069037107,Haiko Lietz,first,2006.0,24.0,744.0,8.0,False,False
https://openalex.org/W1594182567,When Politicians Talk: Assessing Online Conversational Practices of Political Parties on Twitter,ICWSM,Best Paper,2014,https://openalex.org/A5044130443,Claudia Wagner,middle,1988.0,180.0,5140.0,26.0,False,False
https://openalex.org/W1594182567,When Politicians Talk: Assessing Online Conversational Practices of Political Parties on Twitter,ICWSM,Best Paper,2014,https://openalex.org/A5064470161,Arnim Bleier,middle,2009.0,55.0,1123.0,5.0,False,False
https://openalex.org/W1594182567,When Politicians Talk: Assessing Online Conversational Practices of Political Parties on Twitter,ICWSM,Best Paper,2014,https://openalex.org/A5071422618,Markus Strohmaier,last,2002.0,339.0,6116.0,12.0,False,False
https://openalex.org/W2105175049,Like Partying? Your Face Says It All. Predicting the Ambiance of Places with Profile Pictures,ICWSM,Best Paper,2015,https://openalex.org/A5007049707,Мириам Реди,first,2009.0,102.0,981.0,6.0,False,False
https://openalex.org/W2105175049,Like Partying? Your Face Says It All. Predicting the Ambiance of Places with Profile Pictures,ICWSM,Best Paper,2015,https://openalex.org/A5081008532,Daniele Quercia,middle,1997.0,311.0,7125.0,18.0,False,False
https://openalex.org/W2105175049,Like Partying? Your Face Says It All. Predicting the Ambiance of Places with Profile Pictures,ICWSM,Best Paper,2015,https://openalex.org/A5103570137,Lindsay T. Graham,middle,2006.0,52.0,1600.0,9.0,False,False
https://openalex.org/W2105175049,Like Partying? Your Face Says It All. Predicting the Ambiance of Places with Profile Pictures,ICWSM,Best Paper,2015,https://openalex.org/A5077287995,Samuel D. Gosling,last,1996.0,328.0,58603.0,19.0,False,False
https://openalex.org/W2574434649,Social Media Participation in an Activist Movement for Racial Equality,ICWSM,Best Paper,2016,https://openalex.org/A5102962995,Munmun De Choudhury,first,2007.0,312.0,15660.0,9.0,False,False
https://openalex.org/W2574434649,Social Media Participation in an Activist Movement for Racial Equality,ICWSM,Best Paper,2016,https://openalex.org/A5030047353,Shagun Jhaver,middle,2016.0,52.0,2147.0,0.0,False,True
https://openalex.org/W2574434649,Social Media Participation in an Activist Movement for Racial Equality,ICWSM,Best Paper,2016,https://openalex.org/A5060339045,Benjamin Sugar,middle,2019.0,3.0,270.0,-3.0,False,True
https://openalex.org/W2574434649,Social Media Participation in an Activist Movement for Racial Equality,ICWSM,Best Paper,2016,https://openalex.org/A5033656008,Ingmar Weber,last,1982.0,370.0,11567.0,34.0,False,False
https://openalex.org/W2596823239,The Language of Social Support in Social Media and its Effect on Suicidal Ideation Risk,ICWSM,Best Paper,2017,https://openalex.org/A5102962995,Munmun De Choudhury,first,2007.0,312.0,15660.0,10.0,False,False
https://openalex.org/W2596823239,The Language of Social Support in Social Media and its Effect on Suicidal Ideation Risk,ICWSM,Best Paper,2017,https://openalex.org/A5079458476,Emre Kıcıman,last,1999.0,153.0,4812.0,18.0,False,False
https://openalex.org/W2811417394,The_Tower_of_Babel.jpg: Diversity of Visual Encyclopedic Knowledge Across Wikipedia Language Editions,ICWSM,Best Paper,2018,https://openalex.org/A5109257024,Shiqing He,first,2002.0,29.0,203.0,16.0,False,False
https://openalex.org/W2811417394,The_Tower_of_Babel.jpg: Diversity of Visual Encyclopedic Knowledge Across Wikipedia Language Editions,ICWSM,Best Paper,2018,https://openalex.org/A5089885802,Allen Yilun Lin,middle,1997.0,24.0,660.0,21.0,False,False
https://openalex.org/W2811417394,The_Tower_of_Babel.jpg: Diversity of Visual Encyclopedic Knowledge Across Wikipedia Language Editions,ICWSM,Best Paper,2018,https://openalex.org/A5064931337,Eytan Adar,middle,1987.0,165.0,12637.0,31.0,False,False
https://openalex.org/W2811417394,The_Tower_of_Babel.jpg: Diversity of Visual Encyclopedic Knowledge Across Wikipedia Language Editions,ICWSM,Best Paper,2018,https://openalex.org/A5005448339,Brent Hecht,last,2005.0,129.0,6055.0,13.0,False,False
https://openalex.org/W2933599777,"Smart, Responsible, and Upper Caste Only: Measuring Caste Attitudes through Large-Scale Analysis of Matrimonial Profile",ICWSM,Best Paper,2019,https://openalex.org/A5074963371,Ashwin Rajadesingan,first,2012.0,27.0,764.0,7.0,False,False
https://openalex.org/W2933599777,"Smart, Responsible, and Upper Caste Only: Measuring Caste Attitudes through Large-Scale Analysis of Matrimonial Profile",ICWSM,Best Paper,2019,https://openalex.org/A5061670607,Ramaswami Mahalingam,middle,2003.0,83.0,1678.0,16.0,False,False
https://openalex.org/W2933599777,"Smart, Responsible, and Upper Caste Only: Measuring Caste Attitudes through Large-Scale Analysis of Matrimonial Profile",ICWSM,Best Paper,2019,https://openalex.org/A5046126345,David Jurgens,last,1999.0,209.0,5234.0,20.0,False,False
https://openalex.org/W4288374663,"Eliciting New Wikipedia Users' Interests via Automatically Mined Questionnaires: For a Warm Welcome, Not a Cold Start",ICWSM,Best Paper,2019,https://openalex.org/A5045999888,Ramtin Yazdanian,first,2017.0,6.0,30.0,2.0,False,True
https://openalex.org/W4288374663,"Eliciting New Wikipedia Users' Interests via Automatically Mined Questionnaires: For a Warm Welcome, Not a Cold Start",ICWSM,Best Paper,2019,https://openalex.org/A5037525426,Leila Zia,middle,2008.0,37.0,404.0,11.0,False,False
https://openalex.org/W4288374663,"Eliciting New Wikipedia Users' Interests via Automatically Mined Questionnaires: For a Warm Welcome, Not a Cold Start",ICWSM,Best Paper,2019,https://openalex.org/A5112408032,Jonathan Morgan,middle,2013.0,23.0,43.0,6.0,False,False
https://openalex.org/W4288374663,"Eliciting New Wikipedia Users' Interests via Automatically Mined Questionnaires: For a Warm Welcome, Not a Cold Start",ICWSM,Best Paper,2019,https://openalex.org/A5085159476,B. Mansurov,middle,2015.0,28.0,23.0,4.0,False,True
https://openalex.org/W4288374663,"Eliciting New Wikipedia Users' Interests via Automatically Mined Questionnaires: For a Warm Welcome, Not a Cold Start",ICWSM,Best Paper,2019,https://openalex.org/A5051122928,Robert West,last,1922.0,296.0,6751.0,97.0,False,False
https://openalex.org/W2953417263,A Social Media Study on the Effects of Psychiatric Medication Use,ICWSM,Best Paper,2019,https://openalex.org/A5057029055,Koustuv Saha,first,2017.0,149.0,2915.0,2.0,False,True
https://openalex.org/W2953417263,A Social Media Study on the Effects of Psychiatric Medication Use,ICWSM,Best Paper,2019,https://openalex.org/A5060339045,Benjamin Sugar,middle,2019.0,3.0,270.0,0.0,False,True
https://openalex.org/W2953417263,A Social Media Study on the Effects of Psychiatric Medication Use,ICWSM,Best Paper,2019,https://openalex.org/A5026523515,John Torous,middle,2009.0,743.0,35925.0,10.0,False,False
https://openalex.org/W2953417263,A Social Media Study on the Effects of Psychiatric Medication Use,ICWSM,Best Paper,2019,https://openalex.org/A5036257885,Bruno Abrahão,middle,2002.0,31.0,713.0,17.0,False,False
https://openalex.org/W2953417263,A Social Media Study on the Effects of Psychiatric Medication Use,ICWSM,Best Paper,2019,https://openalex.org/A5079458476,Emre Kıcıman,middle,1999.0,153.0,4812.0,20.0,False,False
https://openalex.org/W2953417263,A Social Media Study on the Effects of Psychiatric Medication Use,ICWSM,Best Paper,2019,https://openalex.org/A5102962995,Munmun De Choudhury,last,2007.0,312.0,15660.0,12.0,False,False
https://openalex.org/W3037076518,An Experimental Study of Structural Diversity in Social Networks,ICWSM,Best Paper,2020,https://openalex.org/A5008569720,Jessica Lasky‐Su,first,2000.0,596.0,22261.0,20.0,False,False
https://openalex.org/W3037076518,An Experimental Study of Structural Diversity in Social Networks,ICWSM,Best Paper,2020,https://openalex.org/A5114488878,Krishna Kamath,middle,1970.0,35.0,466.0,50.0,False,False
https://openalex.org/W3037076518,An Experimental Study of Structural Diversity in Social Networks,ICWSM,Best Paper,2020,https://openalex.org/A5101979342,Aneesh Sharma,middle,2004.0,60.0,2075.0,16.0,False,False
https://openalex.org/W3037076518,An Experimental Study of Structural Diversity in Social Networks,ICWSM,Best Paper,2020,https://openalex.org/A5072263832,Johan Ugander,middle,2007.0,93.0,3855.0,13.0,False,False
https://openalex.org/W3037076518,An Experimental Study of Structural Diversity in Social Networks,ICWSM,Best Paper,2020,https://openalex.org/A5027036879,Sharad Goel,last,1994.0,236.0,10305.0,26.0,False,False
https://openalex.org/W3037102533,Gravity of Location-Based Service: Analyzing the Effects for Mobility Pattern and Location Prediction,ICWSM,Best Paper,2020,https://openalex.org/A5109472441,Keiichi Ochiai,first,2006.0,55.0,112.0,14.0,False,False
https://openalex.org/W3037102533,Gravity of Location-Based Service: Analyzing the Effects for Mobility Pattern and Location Prediction,ICWSM,Best Paper,2020,https://openalex.org/A5029670252,Yusuke Fukazawa,middle,2002.0,86.0,667.0,18.0,False,False
https://openalex.org/W3037102533,Gravity of Location-Based Service: Analyzing the Effects for Mobility Pattern and Location Prediction,ICWSM,Best Paper,2020,https://openalex.org/A5039527388,Wataru Yamada,middle,2007.0,19.0,39.0,13.0,False,False
https://openalex.org/W3037102533,Gravity of Location-Based Service: Analyzing the Effects for Mobility Pattern and Location Prediction,ICWSM,Best Paper,2020,https://openalex.org/A5039768881,Hiroyuki Manabe,middle,1968.0,93.0,674.0,52.0,False,False
https://openalex.org/W3037102533,Gravity of Location-Based Service: Analyzing the Effects for Mobility Pattern and Location Prediction,ICWSM,Best Paper,2020,https://openalex.org/A5074059447,Yutaka Matsuo,last,1959.0,479.0,12306.0,61.0,False,False
https://openalex.org/W3038089619,Quasi-Experimental Designs for Assessing Response on Social Media to Policy Changes,ICWSM,Best Paper,2020,https://openalex.org/A5057838053,Yijun Tian,first,2019.0,47.0,338.0,1.0,False,True
https://openalex.org/W3038089619,Quasi-Experimental Designs for Assessing Response on Social Media to Policy Changes,ICWSM,Best Paper,2020,https://openalex.org/A5005061793,Rumi Chunara,last,2004.0,163.0,5617.0,16.0,False,False
https://openalex.org/W3038868364,Behind the Mask: A Computational Study of Anonymous' Presence on Twitter,ICWSM,Best Paper,2020,https://openalex.org/A5077347987,Keenan Jones,first,1982.0,13.0,41.0,38.0,False,False
https://openalex.org/W3038868364,Behind the Mask: A Computational Study of Anonymous' Presence on Twitter,ICWSM,Best Paper,2020,https://openalex.org/A5075453550,Jason R. C. Nurse,middle,2009.0,229.0,5454.0,11.0,False,False
https://openalex.org/W3038868364,Behind the Mask: A Computational Study of Anonymous' Presence on Twitter,ICWSM,Best Paper,2020,https://openalex.org/A5100745576,Shujun Li,last,1983.0,451.0,9417.0,37.0,False,False
https://openalex.org/W3016829354,Minimizing Interference and Selection Bias in Network Experiment Design,ICWSM,Best Paper,2020,https://openalex.org/A5029728283,Zahra Fatemi,first,2012.0,25.0,70.0,8.0,False,False
https://openalex.org/W3016829354,Minimizing Interference and Selection Bias in Network Experiment Design,ICWSM,Best Paper,2020,https://openalex.org/A5071079350,Elena Zheleva,last,2006.0,102.0,2068.0,14.0,False,False
https://openalex.org/W3037924069,A Quantitative Approach to Understanding Online Antisemitism,ICWSM,Best Paper,2020,https://openalex.org/A5007187227,Savvas Zannettou,first,2016.0,183.0,4360.0,4.0,False,True
https://openalex.org/W3037924069,A Quantitative Approach to Understanding Online Antisemitism,ICWSM,Best Paper,2020,https://openalex.org/A5023179684,JOEL B. FINKELSTEIN,middle,1961.0,168.0,450.0,59.0,False,False
https://openalex.org/W3037924069,A Quantitative Approach to Understanding Online Antisemitism,ICWSM,Best Paper,2020,https://openalex.org/A5064275485,Barry Bradlyn,middle,2009.0,196.0,7623.0,11.0,False,False
https://openalex.org/W3037924069,A Quantitative Approach to Understanding Online Antisemitism,ICWSM,Best Paper,2020,https://openalex.org/A5052381671,Jeremy Blackburn,last,1868.0,242.0,6811.0,152.0,False,False
https://openalex.org/W3033510986,Influence Maximization Using Influence and Susceptibility Embeddings,ICWSM,Best Paper,2020,https://openalex.org/A5103230070,George Panagopoulos,first,1975.0,78.0,1842.0,45.0,False,False
https://openalex.org/W3033510986,Influence Maximization Using Influence and Susceptibility Embeddings,ICWSM,Best Paper,2020,https://openalex.org/A5087251228,Fragkiskos D. Malliaros,middle,2011.0,111.0,1923.0,9.0,False,False
https://openalex.org/W3033510986,Influence Maximization Using Influence and Susceptibility Embeddings,ICWSM,Best Paper,2020,https://openalex.org/A5107433505,Michalis Vazirgianis,last,2020.0,1.0,22.0,0.0,False,True
https://openalex.org/W3014276301,"Aggressive, Repetitive, Intentional, Visible, and Imbalanced: Refining Representations for Cyberbullying Classification",ICWSM,Best Paper,2020,https://openalex.org/A5002621773,Caleb Ziems,first,2020.0,47.0,1065.0,0.0,False,True
https://openalex.org/W3014276301,"Aggressive, Repetitive, Intentional, Visible, and Imbalanced: Refining Representations for Cyberbullying Classification",ICWSM,Best Paper,2020,https://openalex.org/A5050595999,Ýmir Vigfússon,middle,2007.0,87.0,873.0,13.0,False,False
https://openalex.org/W3014276301,"Aggressive, Repetitive, Intentional, Visible, and Imbalanced: Refining Representations for Cyberbullying Classification",ICWSM,Best Paper,2020,https://openalex.org/A5002709735,Fred Morstatter,last,2011.0,196.0,7438.0,9.0,False,False
https://openalex.org/W3037745950,Disturbed YouTube for Kids: Characterizing and Detecting Inappropriate Videos Targeting Young Children,ICWSM,Best Paper,2020,https://openalex.org/A5078143968,Kostantinos Papadamou,first,2016.0,39.0,433.0,4.0,False,True
https://openalex.org/W3037745950,Disturbed YouTube for Kids: Characterizing and Detecting Inappropriate Videos Targeting Young Children,ICWSM,Best Paper,2020,https://openalex.org/A5002554225,Antonis Papasavva,middle,2016.0,28.0,365.0,4.0,False,True
https://openalex.org/W3037745950,Disturbed YouTube for Kids: Characterizing and Detecting Inappropriate Videos Targeting Young Children,ICWSM,Best Paper,2020,https://openalex.org/A5007187227,Savvas Zannettou,middle,2016.0,183.0,4360.0,4.0,False,True
https://openalex.org/W3037745950,Disturbed YouTube for Kids: Characterizing and Detecting Inappropriate Videos Targeting Young Children,ICWSM,Best Paper,2020,https://openalex.org/A5052381671,Jeremy Blackburn,middle,1868.0,242.0,6811.0,152.0,False,False
https://openalex.org/W3037745950,Disturbed YouTube for Kids: Characterizing and Detecting Inappropriate Videos Targeting Young Children,ICWSM,Best Paper,2020,https://openalex.org/A5049671186,Nicolas Kourtellis,middle,2008.0,217.0,4021.0,12.0,False,False
https://openalex.org/W3037745950,Disturbed YouTube for Kids: Characterizing and Detecting Inappropriate Videos Targeting Young Children,ICWSM,Best Paper,2020,https://openalex.org/A5066833626,Ilias Leontiadis,middle,2007.0,122.0,4881.0,13.0,False,False
https://openalex.org/W3037745950,Disturbed YouTube for Kids: Characterizing and Detecting Inappropriate Videos Targeting Young Children,ICWSM,Best Paper,2020,https://openalex.org/A5046881273,Gianluca Stringhini,middle,2009.0,332.0,9335.0,11.0,False,False
https://openalex.org/W3037745950,Disturbed YouTube for Kids: Characterizing and Detecting Inappropriate Videos Targeting Young Children,ICWSM,Best Paper,2020,https://openalex.org/A5056600584,Michael Sirivianos,last,2005.0,136.0,3892.0,15.0,False,False
https://openalex.org/W3153313456,Political Polarization in Online News Consumption,ICWSM,Best Paper,2021,https://openalex.org/A5063557800,Kiran Garimella,first,2007.0,160.0,61544.0,14.0,False,False
https://openalex.org/W3153313456,Political Polarization in Online News Consumption,ICWSM,Best Paper,2021,https://openalex.org/A5037596712,Tim Smith,middle,1934.0,25.0,93.0,87.0,False,False
https://openalex.org/W3153313456,Political Polarization in Online News Consumption,ICWSM,Best Paper,2021,https://openalex.org/A5015319797,Rebecca Weiss,middle,1990.0,25.0,102.0,31.0,False,False
https://openalex.org/W3153313456,Political Polarization in Online News Consumption,ICWSM,Best Paper,2021,https://openalex.org/A5101446790,Robert West,last,1919.0,318.0,4758.0,102.0,False,False
https://openalex.org/W3174468071,"Which Node Attribute Prediction Task Are We Solving? Within-Network, Across-Network, or Across-Layer Tasks",ICWSM,Best Paper,2021,https://openalex.org/A5053740228,Kristen M. Altenburger,first,1985.0,16.0,170.0,36.0,False,False
https://openalex.org/W3174468071,"Which Node Attribute Prediction Task Are We Solving? Within-Network, Across-Network, or Across-Layer Tasks",ICWSM,Best Paper,2021,https://openalex.org/A5072263832,Johan Ugander,last,2007.0,93.0,3855.0,14.0,False,False
https://openalex.org/W3026338371,The Effect of Moderation on Online Mental Health Conversations,ICWSM,Best Paper,2021,https://openalex.org/A5037862554,David Wadden,first,1853.0,47.0,4473.0,168.0,False,False
https://openalex.org/W3026338371,The Effect of Moderation on Online Mental Health Conversations,ICWSM,Best Paper,2021,https://openalex.org/A5029563909,Tal August,middle,2018.0,47.0,536.0,3.0,False,True
https://openalex.org/W3026338371,The Effect of Moderation on Online Mental Health Conversations,ICWSM,Best Paper,2021,https://openalex.org/A5103149967,Qisheng Li,middle,1986.0,70.0,893.0,35.0,False,False
https://openalex.org/W3026338371,The Effect of Moderation on Online Mental Health Conversations,ICWSM,Best Paper,2021,https://openalex.org/A5033639139,Tim Althoff,last,2012.0,155.0,4965.0,9.0,False,False
https://openalex.org/W3131477973,"Political Bias and Factualness in News Sharing across more than 100,000 Online Communities",ICWSM,Best Paper,2021,https://openalex.org/A5039097889,Galen Weld,first,2016.0,24.0,221.0,5.0,False,False
https://openalex.org/W3131477973,"Political Bias and Factualness in News Sharing across more than 100,000 Online Communities",ICWSM,Best Paper,2021,https://openalex.org/A5081077845,Maria Glenski,middle,2015.0,53.0,356.0,6.0,False,False
https://openalex.org/W3131477973,"Political Bias and Factualness in News Sharing across more than 100,000 Online Communities",ICWSM,Best Paper,2021,https://openalex.org/A5033639139,Tim Althoff,last,2012.0,155.0,4965.0,9.0,False,False
https://openalex.org/W2403114810,Personality Impressions Based on Facebook Profiles,ICWSM,Test of Time,2018,https://openalex.org/A5077287995,Samuel D. Gosling,first,1996.0,328.0,58603.0,22.0,False,False
https://openalex.org/W2403114810,Personality Impressions Based on Facebook Profiles,ICWSM,Test of Time,2018,https://openalex.org/A5030298506,Sam Gaddis,middle,2007.0,5.0,2043.0,11.0,False,False
https://openalex.org/W2403114810,Personality Impressions Based on Facebook Profiles,ICWSM,Test of Time,2018,https://openalex.org/A5011404541,Simine Vazire,last,2002.0,292.0,24653.0,16.0,False,False
https://openalex.org/W2125910575,Gephi: An Open Source Software for Exploring and Manipulating Networks,ICWSM,Test of Time,2019,https://openalex.org/A5055156518,Mathieu Bastian,first,2009.0,6.0,14251.0,10.0,False,False
https://openalex.org/W2125910575,Gephi: An Open Source Software for Exploring and Manipulating Networks,ICWSM,Test of Time,2019,https://openalex.org/A5014490283,Sébastien Heymann,middle,2009.0,20.0,14324.0,10.0,False,False
https://openalex.org/W2125910575,Gephi: An Open Source Software for Exploring and Manipulating Networks,ICWSM,Test of Time,2019,https://openalex.org/A5072544873,Mathieu Jacomy,last,2006.0,96.0,14806.0,13.0,False,False
https://openalex.org/W1814023381,Measuring User Influence in Twitter: The Million Follower Fallacy,ICWSM,Test of Time,2020,https://openalex.org/A5061810530,Meeyoung Cha,first,2004.0,297.0,15929.0,16.0,False,False
